SourceSubnet,Conns,Outbound,Inbound,TotalBytes,SourceIPs,TargetIPs,SourcePorts,TargetPorts
213,138876798,11873512834883,75045707991869,86919220826752,256,351435,63426,40683
160,146694894,7404054141024,36502797981316,43906852122340,256,212638,63604,15905
256,13084753,652730654473,7500363012105,8153093666578,256,124826,65166,8713
49,21373472,1120786539368,5372316807496,6493103346864,256,41674,64014,3630
210,113014,3289170173907,1115085346224,4404255520131,256,6719,39664,11323
117,1333458,3250614319192,117830422483,3368444741675,256,22485,65244,5223
29,2540287,2395328090727,106000340846,2501328431573,256,15485,52981,863
206,914923,49725153836,2159695796726,2209420950562,256,10316,46170,1272
46,1049178,97796421128,1629321164441,1727117585569,256,28970,49694,4521
131,1602821,101691619341,1621562657039,1723254276380,256,40853,56120,4478
195,1726861,95675200160,1617611554054,1713286754214,256,40601,57577,6409
132,1554404,104595186496,1511292670023,1615887856519,256,44743,54757,6330
228,1723258,115601205539,1367786152403,1483387357942,256,39935,52743,4867
2,1845978,12614658513,1469298709320,1481913367833,256,26256,65102,49809
124,1589037,97651269601,1330628970643,1428280240244,256,38720,54457,3928
171,2136870,101853831941,1267408657264,1369262489205,256,39466,57727,4202
70,1583567,99403020062,1233482598545,1332885618607,256,38798,52781,3806
123,1618557,92000220181,1240250811889,1332251032070,256,42430,53756,5304
128,1670614,158399818674,1139941242060,1298341060734,256,39726,55190,4583
112,1569636,75934395404,1206601320565,1282535715969,256,38830,54785,4283
229,1566585,104889002890,1161137398805,1266026401695,256,40350,56893,4942
169,621572,1204062135709,54960281968,1259022417677,256,20828,52302,2854
127,1874199,81198199449,1159803881086,1241002080535,256,40137,54069,4270
133,2293043,97325139517,1103489522747,1200814662264,256,42245,57681,5173
161,1786937,101920736853,1093261432647,1195182169500,256,40786,56705,4017
98,1822933,98585098771,1073088109375,1171673208146,256,36197,59806,3625
134,1516158,96837553590,926461158090,1023298711680,256,37873,54126,4786
122,1305893,228239127258,615029489609,843268616867,256,21776,54522,42870
73,2821254,210582535583,620858562243,831441097826,256,41912,64591,11023
198,868722,505072762863,322065455052,827138217915,256,25396,48131,13675
143,969308,38093977615,657137784863,695231762478,256,18640,57923,1943
94,2619909,104193877562,528836463878,633030341440,256,32357,57127,4292
90,1683200,165475518398,394205505679,559681024077,256,24140,58708,2040
235,5971941,40371626441,505665360953,546036987394,256,6507,51038,1350
197,2139949,80285604468,463221956140,543507560608,256,33641,53946,2087
74,1500729,49758355454,468131478370,517889833824,256,31095,56504,4388
151,84424,492749847397,2942082390,495691929787,256,4900,40593,2081
16,2107861,56137613753,397040064058,453177677811,256,17261,57178,3823
184,4216503,82306160059,317369352457,399675512516,256,31437,65157,12828
48,329887,16988111923,327757714960,344745826883,256,12149,45085,2377
85,851261,134825788169,196795983047,331621771216,256,15466,45001,513
170,993108,15597876756,302135480630,317733357386,256,19106,54129,2942
7,453719,25840072873,283455914795,309295987668,256,20956,57448,4085
130,1176545,23085752092,270724064872,293809816964,256,14351,47091,578
119,1344264,55965429073,211062413479,267027842552,256,25282,55912,4351
181,1521939,32789530791,225709785760,258499316551,256,45976,56826,14145
118,1326004,35494121286,215330759080,250824880366,256,25280,54184,9066
51,791496,98519529866,150495006505,249014536371,256,9594,51544,2414
165,836781,23997414596,206619724853,230617139449,256,25136,57016,1548
168,682923,80265304188,146925902291,227191206479,256,19868,51015,3999
129,936209,11487668110,197652237587,209139905697,256,24601,62694,5443
234,973444,23417840601,160768678472,184186519073,256,27008,53859,4217
44,194701,15789190652,165102723321,180891913973,256,11026,48425,1847
221,884455,33032053092,126732915586,159764968678,256,21999,52021,3200
91,1515328,11899369509,132911895672,144811265181,256,24970,62439,468
225,877524,34915074895,103217933094,138133007989,256,22966,55436,3287
82,665491,18849708699,118674591982,137524300681,256,20496,57809,1888
239,223243,2784878303,133932900872,136717779175,256,5409,45516,1070
155,1237161,6535325773,127191093142,133726418915,256,31882,58206,13943
150,322461,8502571737,124298739890,132801311627,256,12701,48973,2061
65,224916,52169117582,74989255023,127158372605,256,10063,47932,1319
156,607263,8404295172,116028982130,124433277302,256,13943,48475,2041
89,912008,16857380787,106599887137,123457267924,256,13364,47227,773
79,852442,3399468358,117235647593,120635115951,256,3446,48564,569
142,2142115,3294283899,114772433684,118066717583,256,6491,52255,10971
59,181522,73603272857,43249394358,116852667215,256,5840,45687,22364
99,344590,9462686697,99584251110,109046937807,256,12524,46879,1310
178,419421,36206963644,68489831903,104696795547,256,10851,47383,1377
154,449755,6359435240,96294233596,102653668836,256,15735,51596,2301
141,361984,7664338161,91725967417,99390305578,256,9404,46289,2899
215,511477,14377311833,80556180252,94933492085,256,17490,54001,2819
159,254954,4447449480,86128992194,90576441674,256,8559,46558,1350
50,248857,7264138412,73366664897,80630803309,256,25920,39407,761
83,641450,14021916006,66605269978,80627185984,256,16580,49456,1199
167,686375,12544595460,65669297220,78213892680,256,14230,46372,1853
180,407924,7039597585,70668566130,77708163715,256,10254,45838,1323
250,673585,13478948095,63599860680,77078808775,256,14971,63585,2381
9,134329,1126206448,73935078708,75061285156,256,4291,44302,1409
246,552958,3318043248,70906266230,74224309478,256,4625,45106,2718
56,424691,10056813497,63803211106,73860024603,256,6503,49011,490
54,202260,2070801574,66080685415,68151486989,256,4142,48445,481
149,583818,5294273852,56348945505,61643219357,256,13087,46971,1592
146,627814,6769834390,50929376527,57699210917,256,9952,45756,966
80,145455,10634954113,45967357261,56602311374,256,6390,46721,1430
145,179817,572388991,54440327434,55012716425,256,5729,44696,2461
191,269278,1723256790,52217245953,53940502743,256,7583,48280,432
224,265761,4655891540,47052589798,51708481338,256,14935,49016,991
4,373197,5200901335,40925055034,46125956369,256,5748,49984,1317
35,3321786,7566491687,38039914715,45606406402,256,5544,52452,969
196,273821,881945655,44078484129,44960429784,256,14055,49918,5949
77,228969,4119609947,40114849629,44234459576,256,11123,48366,1064
222,75057307,12963848878,31158650463,44122499341,256,103997,52791,3370
164,359527,3095070326,40766684862,43861755188,256,15440,54104,5596
57,1415078,2186195030,41652553480,43838748510,256,14637,53464,1637
166,260641,1883037983,41937388092,43820426075,256,7117,45407,1022
203,187401,2332817039,37541987922,39874804961,256,5842,44559,410
179,189706,13371450286,21073293749,34444744035,256,8903,46480,2312
52,788223,2114448870,27639359009,29753807879,256,9511,54432,3336
6,145342,960608410,23652405506,24613013916,256,5734,46688,1482
115,136317,763647356,23271678544,24035325900,256,6139,45026,811
236,190304,2195929153,18254828423,20450757576,256,10786,47423,1630
58,123797,1319526954,16447798362,17767325316,256,4230,45260,416
84,170212,1719112953,14924346926,16643459879,256,6388,45636,946
207,144414,1446187498,14394396751,15840584249,256,10237,43516,1298
190,18755334,4316522973,10589842235,14906365208,256,36016,54540,5964
120,128633,747329071,13308432376,14055761447,256,5142,44237,773
138,116736,480182831,13297378948,13777561779,256,5825,43592,755
200,189975,2456326331,11306730346,13763056677,256,3481,47042,406
92,499443,1604460665,10901046695,12505507360,256,11725,46893,869
209,236875,9631807587,2536890614,12168698201,256,10691,50768,3017
226,84934,798314364,11108699255,11907013619,256,5218,41331,798
242,586251,3696176641,6750971270,10447147911,256,17092,55947,6982
81,122074,8918531029,1052575093,9971106122,256,3504,48316,452
125,122071,5521515771,3537921701,9059437472,256,5746,45000,990
208,418445,3250286856,5630759979,8881046835,256,7187,48258,439
14,119449,223158569,8560650480,8783809049,256,7330,43916,1315
241,116107,292520371,8083403455,8375923826,256,4178,43280,493
183,113492,1431536985,6525780000,7957316985,256,7065,43192,1846
248,87127,69711531,7155828645,7225540176,256,4825,40770,965
5,727086,490976464,6332463282,6823439746,256,15561,65081,1999
176,101374,262822180,6378458235,6641280415,256,6196,43539,1411
63,156967,232215020,6403759946,6635974966,256,5756,43354,2279
144,145047,175821820,5942039377,6117861197,256,6315,43840,2696
175,93464,99014856,5098539977,5197554833,256,5338,42235,1525
110,103051,122752873,4951396250,5074149123,256,4910,42280,1002
173,147420,1141334958,3098434800,4239769758,256,6372,45458,782
75,158742,253861974,3328512510,3582374484,256,4264,45180,747
174,118859,353845808,3030346380,3384192188,256,5604,43866,1080
28,82893,22362505,3319386802,3341749307,256,2908,42716,289
21,105442,236430782,2350942643,2587373425,256,7330,42621,1770
214,72409,26333674,2421960131,2448293805,256,4232,38591,780
96,431817,1459622663,847178754,2306801417,256,25869,49500,15964
153,76718,86507360,1779533810,1866041170,256,4696,39845,751
3,165321,68912557,1715271185,1784183742,256,5054,48107,1824
55,160432,79664083,1112463853,1192127936,256,7110,46130,450
135,84837,88080563,728979490,817060053,256,5493,39744,814
23,72571,20296502,795445250,815741752,256,3199,38941,752
33,989305,127797832,365559847,493357679,256,17160,51466,56914
192,144737,51832648,427687424,479520072,256,6275,39324,449
11,79658,20513039,398181219,418694258,256,3367,39305,1169
86,409243,167762103,189875119,357637222,256,13189,45360,1228
199,533513,250752914,18106677,268859591,256,48214,42731,4781
111,76523,96131299,52246181,148377480,256,3416,37831,436
19,458673,63091641,73408577,136500218,256,25002,50100,13366
114,71697,8254702,105349908,113604610,256,4011,38552,758
220,242179,57788701,44858970,102647671,256,11948,46432,1869
126,112440,16596295,71362715,87959010,256,7187,42186,2596
43,72728,43552661,38910866,82463527,256,3886,38591,745
72,388017,47656641,23283511,70940152,256,24432,48410,11561
68,136549,56469868,13980057,70449925,256,7049,39687,1016
177,82188,7438902,41175763,48614665,256,4478,38960,1040
26,68071,2614833,45060885,47675718,256,2704,38456,405
202,217022,22269467,18300565,40570032,256,14565,44419,6568
53,129297,13269444,24278742,37548186,256,8950,43062,3684
13,85477,5922436,31266188,37188624,256,5175,39268,1188
38,181708,16682265,18907598,35589863,256,12064,44427,5278
40,87719,4789445,27423890,32213335,256,4910,41040,2191
157,83668,6726081,20397184,27123265,256,2684,37743,451
0,77673,1554244,19400202,20954446,256,4712,39166,2132
139,120049,6500296,14436726,20937022,256,5396,38381,2246
230,70580,1407053,17727046,19134099,256,3170,38207,370
204,77282,1485796,17648124,19133920,256,4661,38484,1739
22,72272,749761,17522499,18272260,256,4051,38614,766
245,75698,1380822,16739142,18119964,256,4517,38745,1008
163,66486,339546,17767763,18107309,256,2591,37836,427
212,71839,1045055,17032446,18077501,256,3405,37757,404
37,88450,3477526,14469316,17946842,256,5654,39714,1612
121,72523,909184,16845985,17755169,256,3963,38575,784
172,72627,883921,16647541,17531462,256,3914,38673,760
42,73754,943021,16568565,17511586,256,3913,38831,671
193,84249,2480032,15009345,17489377,256,4729,39862,1154
187,72034,799230,16650538,17449768,256,3353,38295,770
60,85975,3392082,13947175,17339257,256,5321,39211,2061
97,92399,3264924,14043966,17308890,256,4915,38346,1629
34,82217,2449228,14750011,17199239,256,5356,39302,1195
189,78280,1769561,15418131,17187692,256,4614,38936,1007
45,71885,926605,16210381,17136986,256,4132,38179,1481
88,67013,170847,16050646,16221493,256,2622,38060,388
252,66996,180761,15883590,16064351,256,2667,37848,451
233,71687,855457,15111528,15966985,256,3917,38412,691
140,66587,151471,15789697,15941168,256,2694,37806,354
227,71646,918373,14946257,15864630,256,3983,38341,745
211,66353,175997,15654043,15830040,256,2651,37772,396
25,66414,238336,15439306,15677642,256,2671,37854,413
47,71644,960509,14670566,15631075,256,4053,38504,1704
249,75674,1448182,14090717,15538899,256,4547,38988,1007
201,66498,194897,15334783,15529680,256,2611,37914,430
67,66302,183643,15330034,15513677,256,2706,37927,410
147,66482,181195,15285295,15466490,256,2595,37921,402
251,67609,161592,15251784,15413376,256,2676,37907,410
18,69630,813183,14552034,15365217,256,3452,37985,1150
254,64672,159784,14984533,15144317,256,2714,37257,414
243,71130,815262,14216970,15032232,256,3851,38480,735
223,68732,561477,14439518,15000995,256,3273,38157,1511
216,67241,169756,14796546,14966302,256,2679,37859,420
12,73061,1113049,13848666,14961715,256,3170,37832,1434
62,66662,199557,14699014,14898571,256,2688,37801,489
24,67066,156382,14719099,14875481,256,2646,38007,396
194,66673,191859,14643822,14835681,256,2626,37968,525
32,66586,158771,14606724,14765495,256,2754,37932,377
1,66843,186641,14574988,14761629,256,2721,37998,420
158,66582,176403,14525358,14701761,256,2648,37891,399
27,66752,171880,14527650,14699530,256,2708,37889,435
17,67401,391676,14304098,14695774,256,2832,37855,1238
188,67814,396787,14270396,14667183,256,2957,37793,49
36,66943,182441,14454043,14636484,256,2682,37994,477
93,69341,598011,14012129,14610140,256,3194,38514,1465
232,71776,902454,13703948,14606402,256,4090,38395,773
113,71203,844242,13727284,14571526,256,3928,38286,782
116,70809,793106,13721671,14514777,256,3870,38317,711
71,67063,183864,14306032,14489896,256,2664,38054,447
39,68431,456084,14002646,14458730,256,2955,37885,375
218,66984,186096,14224873,14410969,256,2658,37855,466
162,66494,184242,14214688,14398930,256,2633,37851,478
95,66071,168190,14226259,14394449,256,2660,37698,406
31,66636,168096,14184594,14352690,256,2671,37981,358
219,65810,158344,14165791,14324135,256,2562,37770,397
41,67340,177264,14141500,14318764,256,2636,38305,422
238,66542,178125,14083886,14262011,256,2632,37965,448
69,66874,146676,14047048,14193724,256,2710,37748,364
8,67196,374926,13774546,14149472,256,2827,37879,1171
20,66341,163729,13952256,14115985,256,2615,38028,385
247,65985,171008,13905253,14076261,256,2604,37773,401
66,69647,829089,13200544,14029633,256,3973,38421,1097
217,68339,424195,13601322,14025517,256,3053,37857,419
231,66123,159566,13765270,13924836,256,2690,37830,411
15,66964,348492,13525659,13874151,256,2769,37831,1132
237,66407,175418,13683204,13858622,256,2625,37964,426
244,66545,180766,13670138,13850904,256,2561,37962,425
87,66611,217061,13611800,13828861,256,2736,37806,599
64,65929,166209,13622069,13788278,256,2607,37989,422
186,66436,173019,13537787,13710806,256,2694,37973,397
76,67014,184312,13521442,13705754,256,2657,37900,425
152,65821,169044,13517701,13686745,256,2582,37845,406
182,66733,347827,13306386,13654213,256,2873,37957,49
30,66323,185889,13444202,13630091,256,2628,37898,406
185,66287,182269,13429165,13611434,256,2625,37942,419
136,66105,169941,13431798,13601739,256,2657,38050,385
240,66228,179680,13393287,13572967,256,2645,37890,468
148,66142,167736,13395410,13563146,256,2563,38002,390
255,63661,177113,13374726,13551839,256,2646,37076,406
78,65903,157211,13377559,13534770,256,2700,37949,401
253,63541,164403,13333114,13497517,256,2689,37047,380
137,66368,143612,13264085,13407697,256,2656,37694,379
205,65877,168627,13215766,13384393,256,2649,37810,405
61,65741,169490,13145699,13315189,256,2609,37855,425
