Rank,Week,SourceSubnet,Connections,Outbound,Inbound,TotalBytes,SourceIPs,TargetIPs,SourcePorts,TargetPorts,Difference,Color
86,Apr 2020,82,4558,1472180625,14634724533,16106905158,23,830,3838,117,13162543908,1
87,Apr 2020,208,1612,580948648,14149935005,14730883653,41,140,1542,4,13568986357,1
88,Apr 2020,115,6229,900734677,11893716143,12794450820,27,304,5262,4,10992981466,1
89,Apr 2020,170,6086,2108358357,10120430636,12228788993,28,444,5323,14,8012072279,1
90,Apr 2020,180,5150,1289352992,10666644031,11955997023,22,587,4400,3,9377291039,1
91,Apr 2020,141,3432,338089001,10879631621,11217720622,14,214,3139,4,10541542620,1
92,Apr 2020,54,2044,151773161,10848792468,11000565629,105,71,1960,2,10697019307,1
93,Apr 2020,167,5056,767277235,9343622186,10110899421,13,654,4380,3,8576344951,1
94,Apr 2020,154,6151,462128257,9286611552,9748739809,27,320,5348,2,8824483295,1
95,Apr 2020,212,198,8860649882,430778808,9291428690,1,103,1,197,8429871074,2
96,Apr 2020,9,2337,219843886,8955513096,9175356982,13,396,2177,5,8735669210,1
97,Apr 2020,65,2587,520261971,8352372244,8872634215,8,370,2396,4,7832110273,1
98,Apr 2020,81,1042,4305810476,3990978062,8296788538,10,46,1023,3,314832414,2
99,Apr 2020,166,3601,680518891,7519241619,8199760510,13,552,3262,5,6838722728,1
100,Apr 2020,35,871,157480881,7282587750,7440068631,22,64,863,4,7125106869,1
101,Apr 2020,84,1155,464783887,6936894313,7401678200,1,270,1123,10,6472110426,1
102,Apr 2020,242,21744,790909899,6303509410,7094419309,4,1237,15079,2,5512599511,1
103,Apr 2020,77,2783,1051144351,5626628030,6677772381,5,660,2574,25,4575483679,1
104,Apr 2020,13,99,20455552,6392426512,6412882064,2,8,99,2,6371970960,1
105,Apr 2020,146,3203,414487850,5995539486,6410027336,14,372,2905,9,5581051636,1
106,Apr 2020,63,1069,83648172,6289266803,6372914975,7,127,1043,2,6205618631,1
107,Apr 2020,236,2790,1016917187,4943339181,5960256368,1,682,2602,8,3926421994,1
108,Apr 2020,100,3951,2417148566,3329023513,5746172079,8,346,3490,39,911874947,1
109,Apr 2020,173,1482,320838033,5376299366,5697137399,2,123,1379,2,5055461333,1
110,Apr 2020,103,3918,768859489,4885021216,5653880705,9,391,3750,5,4116161727,1
111,Apr 2020,207,2065,513838250,5054209501,5568047751,6,239,1862,131,4540371251,1
112,Apr 2020,164,2650,166574088,5010914219,5177488307,15,401,2530,4,4844340131,1
113,Apr 2020,120,1406,89404957,4987640515,5077045472,5,75,1382,2,4898235558,1
114,Apr 2020,57,872,2364460681,2496027766,4860488447,15,142,841,4,131567085,1
115,Apr 2020,191,3920,518438421,4044205332,4562643753,6,138,3455,8,3525766911,1
116,Apr 2020,5,909,96463280,3531792582,3628255862,8,295,881,7,3435329302,1
117,Apr 2020,241,3070,602301052,2993507698,3595808750,10,166,2866,3,2391206646,1
118,Apr 2020,224,1151,89496233,3341242836,3430739069,5,92,1119,3,3251746603,1
119,Apr 2020,190,3907,42550162,3330881883,3373432045,32,123,3253,211,3288331721,1
120,Apr 2020,58,1937,349959544,2947890950,3297850494,7,163,1869,2,2597931406,1
121,Apr 2020,203,2719,563937329,2720545343,3284482672,4,380,2507,7,2156608014,1
122,Apr 2020,14,1724,109497565,3100003587,3209501152,8,230,1666,11,2990506022,1
123,Apr 2020,6,1495,63513760,2910794128,2974307888,10,117,1452,2,2847280368,1
124,Apr 2020,183,849,214611796,2559437137,2774048933,4,161,820,5,2344825341,1
125,Apr 2020,80,621,206721529,2373972688,2580694217,3,172,614,6,2167251159,1
126,Apr 2020,75,1370,188713449,2109698835,2298412284,1,122,1344,2,1920985386,1
127,Apr 2020,214,561,32091572,1992358586,2024450158,3,43,557,2,1960267014,1
128,Apr 2020,144,204,26581335,1914276672,1940858007,4,47,201,2,1887695337,1
129,Apr 2020,110,708,29096393,1733560540,1762656933,4,81,686,2,1704464147,1
130,Apr 2020,174,696,146175658,1298010140,1444185798,3,143,586,3,1151834482,1
131,Apr 2020,248,255,15087257,1138965257,1154052514,2,63,250,2,1123878000,1
132,Apr 2020,176,132,66507044,1039745921,1106252965,3,68,132,2,973238877,1
133,Apr 2020,11,1352,160367328,889231045,1049598373,7,193,1348,2,728863717,1
134,Apr 2020,55,722,80557304,873067059,953624363,4,94,706,2,792509755,1
135,Apr 2020,22,227,12819901,851045149,863865050,1,41,195,2,838225248,1
136,Apr 2020,3,1253,9476393,805127267,814603660,3,10,1201,2,795650874,1
137,Apr 2020,21,176,26782995,775643491,802426486,7,62,175,2,748860496,1
138,Apr 2020,172,307,32960133,621119201,654079334,2,38,301,2,588159068,1
139,Apr 2020,175,352,80164153,522565535,602729688,3,78,349,5,442401382,1
140,Apr 2020,23,133,12666828,560089374,572756202,1,22,133,1,547422546,1
141,Apr 2020,96,60,388380468,118758664,507139132,3,32,4,60,269621804,2
142,Apr 2020,226,70,7770342,349022462,356792804,1,29,70,2,341252120,1
143,Apr 2020,60,47,333017690,15365329,348383019,1,26,1,47,317652361,2
144,Apr 2020,192,243,14807150,246521750,261328900,4,17,240,3,231714600,1
145,Apr 2020,151,836,236501555,22719489,259221044,2,36,825,3,213782066,2
146,Apr 2020,114,86,172933273,58670768,231604041,1,47,84,6,114262505,2
147,Apr 2020,43,3,184689211,12635847,197325058,1,3,1,3,172053364,2
148,Apr 2020,10,18,844485,183411689,184256174,2,2,18,2,182567204,1
149,Apr 2020,126,8,666751,153562868,154229619,3,5,8,2,152896117,1
150,Apr 2020,102,85,96719423,52773110,149492533,1,10,76,11,43946313,2
151,Apr 2020,153,64,2375428,134848754,137224182,1,17,64,2,132473326,1
152,Apr 2020,50,16,667146,36654248,37321394,3,7,16,1,35987102,1
153,Apr 2020,111,59,12438875,13002657,25441532,1,3,6,2,563782,1
154,Apr 2020,19,66,166568,12310266,12476834,2,2,64,4,12143698,1
155,Apr 2020,177,52,757235,7769216,8526451,1,1,52,1,7011981,1
156,Apr 2020,40,6,162810,7084065,7246875,1,6,6,1,6921255,1
157,Apr 2020,26,3,61665,5799401,5861066,2,3,3,2,5737736,1
158,Apr 2020,88,7,206428,4274537,4480965,1,1,7,1,4068109,1
159,Apr 2020,25,1,16607,3206658,3223265,1,1,1,1,3190051,1
160,Apr 2020,199,14,606954,1048155,1655109,1,3,14,1,441201,1
161,Apr 2020,86,9,33436,1256404,1289840,1,1,9,1,1222968,1
162,Apr 2020,72,2,197338,321346,518684,1,1,2,1,124008,1
163,Apr 2020,163,1,25259,441962,467221,1,1,1,1,416703,1
164,Apr 2020,41,1,1331,198319,199650,1,1,1,1,196988,1
165,Apr 2020,76,1,1206,134463,135669,1,1,1,1,133257,1
166,Apr 2020,222,1,2382,102870,105252,1,1,1,1,100488,1
167,Apr 2020,33,1,1,1,1,1,1,1,1
168,Apr 2020,68,1,1,1,1,1,1,1,1
169,Apr 2020,220,1,1,1,1,1,1,1,1
170,Apr 2020,34,1,1,1,1,1,1,1,1
171,Apr 2020,202,1,1,1,1,1,1,1,1
172,Apr 2020,53,1,1,1,1,1,1,1,1
173,Apr 2020,157,1,1,1,1,1,1,1,1
174,Apr 2020,38,1,1,1,1,1,1,1,1
175,Apr 2020,230,1,1,1,1,1,1,1,1
176,Apr 2020,139,1,1,1,1,1,1,1,1
177,Apr 2020,147,1,1,1,1,1,1,1,1
178,Apr 2020,193,1,1,1,1,1,1,1,1
179,Apr 2020,18,1,1,1,1,1,1,1,1
180,Apr 2020,253,1,1,1,1,1,1,1,1
181,Apr 2020,37,1,1,1,1,1,1,1,1
182,Apr 2020,109,1,1,1,1,1,1,1,1
183,Apr 2020,189,1,1,1,1,1,1,1,1
184,Apr 2020,97,1,1,1,1,1,1,1,1
185,Apr 2020,20,1,1,1,1,1,1,1,1
186,Apr 2020,217,1,1,1,1,1,1,1,1
187,Apr 2020,187,1,1,1,1,1,1,1,1
188,Apr 2020,245,1,1,1,1,1,1,1,1
189,Apr 2020,249,1,1,1,1,1,1,1,1
190,Apr 2020,185,1,1,1,1,1,1,1,1
191,Apr 2020,116,1,1,1,1,1,1,1,1
192,Apr 2020,182,1,1,1,1,1,1,1,1
193,Apr 2020,244,1,1,1,1,1,1,1,1
194,Apr 2020,0,1,1,1,1,1,1,1,1
195,Apr 2020,194,1,1,1,1,1,1,1,1
196,Apr 2020,186,1,1,1,1,1,1,1,1
197,Apr 2020,1,1,1,1,1,1,1,1,1
198,Apr 2020,243,1,1,1,1,1,1,1,1
199,Apr 2020,188,1,1,1,1,1,1,1,1
200,Apr 2020,227,1,1,1,1,1,1,1,1
201,Apr 2020,232,1,1,1,1,1,1,1,1
202,Apr 2020,113,1,1,1,1,1,1,1,1
203,Apr 2020,12,1,1,1,1,1,1,1,1
204,Apr 2020,211,1,1,1,1,1,1,1,1
205,Apr 2020,233,1,1,1,1,1,1,1,1
206,Apr 2020,205,1,1,1,1,1,1,1,1
207,Apr 2020,201,1,1,1,1,1,1,1,1
208,Apr 2020,223,1,1,1,1,1,1,1,1
209,Apr 2020,219,1,1,1,1,1,1,1,1
210,Apr 2020,121,1,1,1,1,1,1,1,1
211,Apr 2020,66,1,1,1,1,1,1,1,1
212,Apr 2020,252,1,1,1,1,1,1,1,1
213,Apr 2020,105,1,1,1,1,1,1,1,1
214,Apr 2020,47,1,1,1,1,1,1,1,1
215,Apr 2020,106,1,1,1,1,1,1,1,1
216,Apr 2020,231,1,1,1,1,1,1,1,1
217,Apr 2020,251,1,1,1,1,1,1,1,1
218,Apr 2020,216,1,1,1,1,1,1,1,1
219,Apr 2020,237,1,1,1,1,1,1,1,1
220,Apr 2020,28,1,1,1,1,1,1,1,1
221,Apr 2020,67,1,1,1,1,1,1,1,1
222,Apr 2020,240,1,1,1,1,1,1,1,1
223,Apr 2020,247,1,1,1,1,1,1,1,1
224,Apr 2020,42,1,1,1,1,1,1,1,1
225,Apr 2020,238,1,1,1,1,1,1,1,1
226,Apr 2020,254,1,1,1,1,1,1,1,1
227,Apr 2020,61,1,1,1,1,1,1,1,1
228,Apr 2020,39,1,1,1,1,1,1,1,1
229,Apr 2020,69,1,1,1,1,1,1,1,1
230,Apr 2020,135,1,1,1,1,1,1,1,1
231,Apr 2020,87,1,1,1,1,1,1,1,1
232,Apr 2020,218,1,1,1,1,1,1,1,1
233,Apr 2020,93,1,1,1,1,1,1,1,1
234,Apr 2020,17,1,1,1,1,1,1,1,1
235,Apr 2020,255,1,1,1,1,1,1,1,1
236,Apr 2020,162,1,1,1,1,1,1,1,1
237,Apr 2020,30,1,1,1,1,1,1,1,1
238,Apr 2020,36,1,1,1,1,1,1,1,1
239,Apr 2020,78,1,1,1,1,1,1,1,1
240,Apr 2020,108,1,1,1,1,1,1,1,1
241,Apr 2020,107,1,1,1,1,1,1,1,1
242,Apr 2020,137,1,1,1,1,1,1,1,1
243,Apr 2020,8,1,1,1,1,1,1,1,1
244,Apr 2020,62,1,1,1,1,1,1,1,1
245,Apr 2020,148,1,1,1,1,1,1,1,1
246,Apr 2020,15,1,1,1,1,1,1,1,1
247,Apr 2020,158,1,1,1,1,1,1,1,1
248,Apr 2020,32,1,1,1,1,1,1,1,1
249,Apr 2020,71,1,1,1,1,1,1,1,1
250,Apr 2020,64,1,1,1,1,1,1,1,1
251,Apr 2020,95,1,1,1,1,1,1,1,1
252,Apr 2020,140,1,1,1,1,1,1,1,1
253,Apr 2020,136,1,1,1,1,1,1,1,1
254,Apr 2020,24,1,1,1,1,1,1,1,1
255,Apr 2020,27,1,1,1,1,1,1,1,1
256,Apr 2020,31,1,1,1,1,1,1,1,1
257,Apr 2020,152,1,1,1,1,1,1,1,1
1,Sept 2020,213,8034579,9168751547468,58943281258205,68112032805673,254,130969,45436,17877,49774529710737,1
2,Sept 2020,160,5550226,5544543710879,28414245859349,33958789570228,91,82705,55191,5743,22869702148470,1
3,Sept 2020,256,670757,477195488264,5639665574952,6116861063216,10,26659,33484,2057,5162470086688,1
4,Sept 2020,49,545611,349458671977,4538451732516,4887910404493,16,8420,30949,1521,4188993060539,1
5,Sept 2020,206,28900,39525574536,1781288967023,1820814541559,44,1009,13160,8,1741763392487,1
6,Sept 2020,46,75667,82644580702,1416790192448,1499434773150,67,6540,18770,652,1334145611746,1
7,Sept 2020,2,1697,12183214555,1468077918543,1480261133098,14,112,1588,44,1455894703988,1
8,Sept 2020,210,1320,1020362424591,339925597206,1360288021797,2,922,1,1273,680436827385,2
9,Sept 2020,131,107940,83275543021,1267310859493,1350586402514,139,8724,24992,475,1184035316472,1
10,Sept 2020,195,103281,73806066962,1253549640663,1327355707625,195,7889,25933,205,1179743573701,1
11,Sept 2020,132,99267,74724140044,1094683697972,1169407838016,158,7982,21532,195,1019959557928,1
12,Sept 2020,124,102377,76586316727,1043297785508,1119884102235,165,8118,23394,169,966711468781,1
13,Sept 2020,228,101710,88349515430,1015475003208,1103824518638,125,8409,20973,539,927125487778,1
14,Sept 2020,70,95720,75689984236,1002578571845,1078268556081,116,7866,21948,171,926888587609,1
15,Sept 2020,123,106523,68285986596,951722842731,1020008829327,142,7910,23264,266,883436856135,1
16,Sept 2020,128,114837,134303100715,879544339030,1013847439745,111,8376,24778,400,745241238315,1
17,Sept 2020,171,102395,80487721471,910010772437,990498493908,147,8131,24346,399,829523050966,1
18,Sept 2020,127,112318,55940751946,926541920977,982482672923,164,8185,24904,217,870601169031,1
19,Sept 2020,112,100955,55529259950,904852983072,960382243022,134,7719,25305,447,849323723122,1
20,Sept 2020,169,12633,903846768504,46561151138,950407919642,13,1362,10252,78,857285617366,2
21,Sept 2020,161,104129,74450435735,841443581452,915894017187,159,7924,21910,293,766993145717,1
22,Sept 2020,133,103843,68641742919,840219222846,908860965765,127,8258,23856,596,771577479927,1
23,Sept 2020,98,98593,77721932918,812780241345,890502174263,140,7543,24248,237,735058308427,1
24,Sept 2020,229,102402,77198040864,779512685253,856710726117,132,7949,23356,288,702314644389,1
25,Sept 2020,134,102072,79586487572,713847462430,793433950002,147,7704,25515,350,634260974858,1
26,Sept 2020,198,43699,499182035979,236917803776,736099839755,1,4412,15300,40,262264232203,2
27,Sept 2020,73,154875,192110501234,518673644532,710784145766,114,7249,20810,415,326563143298,1
28,Sept 2020,29,29156,634805426158,63806252007,698611678165,5,2010,13778,25,570999174151,2
29,Sept 2020,143,38500,26248504610,531211163446,557459668056,10,4281,22099,65,504962658836,1
30,Sept 2020,122,11435,130545454318,412336536745,542881991063,12,1840,9502,693,281791082427,1
31,Sept 2020,94,191682,86628811123,426757929967,513386741090,5,5931,25495,1983,340129118844,1
32,Sept 2020,117,23914,394518716287,71206446004,465725162291,17,2596,19687,130,323312270283,2
33,Sept 2020,151,975,461581572022,1785883048,463367455070,1,13,955,2,459795688974,2
34,Sept 2020,235,873191,10839459977,436192183983,447031643960,2,929,28232,2,425352724006,1
35,Sept 2020,74,41154,32726335025,397637983236,430364318261,65,3714,16047,35,364911648211,1
36,Sept 2020,197,41385,58283713829,365011439368,423295153197,161,4274,17480,145,306727725539,1
37,Sept 2020,90,63304,25387485799,302710625794,328098111593,53,3378,24997,139,277323139995,1
38,Sept 2020,184,64488,65014356581,248348617403,313362973984,11,6093,21140,3808,183334260822,1
39,Sept 2020,7,38042,23823109302,272183972019,296007081321,22,1898,20607,1031,248360862717,1
40,Sept 2020,16,75169,48068079873,245545702222,293613782095,10,2398,25109,54,197477622349,1
41,Sept 2020,170,27261,11228959405,272429811575,283658770980,36,2557,14689,25,261200852170,1
42,Sept 2020,48,28907,14195892673,267461459776,281657352449,4,2348,14448,174,253265567103,1
43,Sept 2020,85,32821,121422011731,156681035099,278103046830,88,3064,14245,41,35259023368,1
44,Sept 2020,104,19732,8635402791,266852725291,275488128082,30,1499,12338,23,258217322500,1
45,Sept 2020,51,27580,87492990018,132660808558,220153798576,45,1556,14379,639,45167818540,1
46,Sept 2020,181,45292,25732413673,176803797277,202536210950,76,3434,18228,218,151071383604,1
47,Sept 2020,118,47832,15019972277,169008914094,184028886371,72,3433,16692,39,153988941817,1
48,Sept 2020,119,23693,49207460756,129278824487,178486285243,47,1854,14795,64,80071363731,1
49,Sept 2020,165,37434,17624097116,158810912692,176435009808,24,3292,22025,132,141186815576,1
50,Sept 2020,129,22147,7605069158,160415343487,168020412645,46,2393,13081,37,152810274329,1
51,Sept 2020,168,16062,40670888855,118197181922,158868070777,38,2225,10341,280,77526293067,1
52,Sept 2020,130,34934,10515998735,142752588396,153268587131,46,2158,15367,30,132236589661,1
53,Sept 2020,44,9136,14587371264,132612269634,147199640898,2,1637,7690,82,118024898370,1
54,Sept 2020,150,12612,6890609287,115513844860,122404454147,27,1225,9147,14,108623235573,1
55,Sept 2020,221,28832,27513914926,91660360361,119174275287,36,2766,14798,350,64146445435,1
56,Sept 2020,225,26658,30333876904,88492032308,118825909212,32,2375,15784,42,58158155404,1
57,Sept 2020,91,23961,7863440395,106272216160,114135656555,40,2534,16887,25,98408775765,1
58,Sept 2020,79,7977,1710820681,108604061697,110314882378,3,117,7031,71,106893241016,1
59,Sept 2020,234,21190,17297318200,92401688627,109699006827,34,1923,13675,100,75104370427,1
60,Sept 2020,101,14278,16854211338,91440033696,108294245034,26,976,10635,107,74585822358,1
61,Sept 2020,155,1842,5645004393,100142640600,105787644993,12,339,899,735,94497636207,1
62,Sept 2020,89,28350,11231756928,82022963224,93254720152,42,2327,13437,39,70791206296,1
63,Sept 2020,141,15064,6189229706,79482447485,85671677191,18,694,9867,5,73293217779,1
64,Sept 2020,215,12883,12960914413,71155933286,84116847699,22,1519,10493,227,58195018873,1
65,Sept 2020,82,29654,12427138116,70607606559,83034744675,33,2520,17075,64,58180468443,1
66,Sept 2020,59,5608,43910778722,37743273011,81654051733,5,219,4776,427,6167505711,2
67,Sept 2020,65,7759,31584710256,49489252255,81073962511,15,846,6434,5,17904541999,1
68,Sept 2020,156,20615,4834196985,75946874504,80781071489,17,1863,12199,17,71112677519,1
69,Sept 2020,239,6502,1469831185,74732347354,76202178539,23,146,2427,4,73262516169,1
70,Sept 2020,159,6936,3495161856,70616855157,74112017013,14,639,5705,8,67121693301,1
71,Sept 2020,9,3676,954692108,71634679984,72589372092,13,207,2958,3,70679987876,1
72,Sept 2020,178,14635,13238261549,57770449091,71008710640,13,878,9730,8,44532187542,1
73,Sept 2020,99,6509,6566878466,62778482467,69345360933,13,549,5399,17,56211604001,1
74,Sept 2020,180,14994,5286208363,61796733284,67082941647,25,884,9749,6,56510524921,1
75,Sept 2020,246,9518,1739024619,65228432431,66967457050,73,254,3883,2,63489407812,1
76,Sept 2020,54,3915,1509284512,63406027339,64915311851,89,273,3587,3,61896742827,1
77,Sept 2020,56,17064,6542355446,56845065561,63387421007,37,725,11543,5,50302710115,1
78,Sept 2020,142,51338,1646662615,61436846312,63083508927,66,138,14411,1592,59790183697,1
79,Sept 2020,83,24587,9993829801,52086852031,62080681832,26,2893,13443,12,42093022230,1
80,Sept 2020,80,837,10386574277,43903121063,54289695340,5,308,730,107,33516546786,1
81,Sept 2020,145,3630,377863350,51720906968,52098770318,14,98,3258,2,51343043618,1
82,Sept 2020,154,10018,3923303492,47758552852,51681856344,25,1126,8001,4,43835249360,1
83,Sept 2020,250,17169,7708298669,43700836036,51409134705,8,1769,12541,32,35992537367,1
84,Sept 2020,167,13225,3414499864,47088889860,50503389724,15,1260,9089,5,43674389996,1
85,Sept 2020,191,6395,1107836629,45392063425,46499900054,9,782,5475,4,44284226796,1
86,Sept 2020,224,3886,3683691188,41097752287,44781443475,6,634,3591,6,37414061099,1
87,Sept 2020,149,18379,2784020651,41870282875,44654303526,29,1568,11005,17,39086262224,1
88,Sept 2020,146,14896,4089819404,39805564973,43895384377,21,996,9825,4,35715745569,1
89,Sept 2020,196,4169,586646691,40832067573,41418714264,17,220,3337,2,40245420882,1
90,Sept 2020,166,4739,1248971644,39316791266,40565762910,14,447,4196,5,38067819622,1
91,Sept 2020,103,40293,1503721057,36736879655,38240600712,2,2699,15134,9,35233158598,1
92,Sept 2020,57,5126,1529101986,36497371212,38026473198,21,816,4523,8,34968269226,1
93,Sept 2020,4,10792,3881605067,31572789618,35454394685,11,588,8839,11,27691184551,1
94,Sept 2020,164,6528,2162997784,32287039897,34450037681,16,928,5912,32,30124042113,1
95,Sept 2020,179,2691,12852237413,19005888801,31858126214,6,754,2121,180,6153651388,1
96,Sept 2020,77,8735,2630428710,28008544374,30638973084,5,1748,6848,308,25378115664,1
97,Sept 2020,52,5242,1539499650,26235134471,27774634121,33,368,4618,95,24695634821,1
98,Sept 2020,203,5095,1338046402,25355607894,26693654296,7,588,4385,6,24017561492,1
99,Sept 2020,6,4240,477610670,21826150795,22303761465,8,420,3835,2,21348540125,1
100,Sept 2020,115,2475,411660055,18675841131,19087501186,7,258,2308,2,18264181076,1
101,Sept 2020,58,2798,1057563236,15408326481,16465889717,5,460,2597,4,14350763245,1
102,Sept 2020,207,1139,801913695,12519027553,13320941248,5,294,1036,43,11717113858,1
103,Sept 2020,236,5166,1258953249,11249341871,12508295120,1,1198,4567,7,9990388622,1
104,Sept 2020,100,5400,999903402,11403893250,12403796652,10,357,4626,32,10403989848,1
105,Sept 2020,120,1432,377884752,11676483817,12054368569,5,188,1392,2,11298599065,1
106,Sept 2020,138,3265,233797851,11745941706,11979739557,3,256,2551,3,11512143855,1
107,Sept 2020,209,519,9253139357,2027473014,11280612371,7,110,469,52,7225666343,2
108,Sept 2020,81,2299,8575849077,615465804,9191314881,9,42,2027,4,7960383273,2
109,Sept 2020,226,508,371213779,8310392585,8681606364,3,139,499,3,7939178806,1
110,Sept 2020,35,15203,110212818,7874034223,7984247041,19,36,13600,2,7763821405,1
111,Sept 2020,125,1230,5361059434,2515200314,7876259748,6,142,1204,3,2845859120,2
112,Sept 2020,92,4405,632497870,7186890278,7819388148,11,689,4012,9,6554392408,1
113,Sept 2020,241,2710,102180060,7439814997,7541995057,8,95,2474,2,7337634937,1
114,Sept 2020,183,1497,1299455478,6171538547,7470994025,4,117,1454,3,4872083069,1
115,Sept 2020,84,3623,1027172436,5996585442,7023757878,1,337,3252,9,4969413006,1
116,Sept 2020,14,840,127368185,6680678351,6808046536,8,211,819,5,6553310166,1
117,Sept 2020,248,225,37382550,6698816959,6736199509,2,18,225,2,6661434409,1
118,Sept 2020,242,12736,1821835845,4436124336,6257960181,6,557,10231,3,2614288491,1
119,Sept 2020,176,752,177888772,5868917345,6046806117,4,262,749,3,5691028573,1
120,Sept 2020,5,879,233881411,5662669087,5896550498,9,192,837,12,5428787676,1
121,Sept 2020,200,7656,705204355,4977414059,5682618414,25,96,5923,3,4272209704,1
122,Sept 2020,63,1567,92413529,5498594162,5591007691,6,133,1527,2,5406180633,1
123,Sept 2020,144,739,72569310,5485074613,5557643923,5,65,727,2,5412505303,1
124,Sept 2020,110,736,54824260,4519311605,4574135865,3,70,724,2,4464487345,1
125,Sept 2020,190,2542,39253776,4197904333,4237158109,25,101,2316,15,4158650557,1
126,Sept 2020,175,1306,61705441,3681894876,3743600317,2,208,1266,3,3620189435,1
127,Sept 2020,173,3432,470092772,2195571163,2665663935,2,422,3188,2,1725478391,1
128,Sept 2020,75,2641,61462670,2464218343,2525681013,1,40,2487,2,2402755673,1
129,Sept 2020,174,576,240345675,2205729624,2446075299,3,129,572,3,1965383949,1
130,Sept 2020,214,77,20825606,2158973312,2179798918,2,13,67,2,2138147706,1
131,Sept 2020,21,422,158019409,1942476851,2100496260,6,151,415,18,1784457442,1
132,Sept 2020,208,4081,628820530,1205860403,1834680933,36,103,3790,3,577039873,1
133,Sept 2020,3,1130,12157734,1014557593,1026715327,8,15,1098,4,1002399859,1
134,Sept 2020,96,39,732605904,274407018,1007012922,3,29,4,39,458198886,2
135,Sept 2020,50,290,6570876,963291649,969862525,3,9,290,2,956720773,1
136,Sept 2020,23,174,15907921,766669961,782577882,1,7,174,1,750762040,1
137,Sept 2020,55,131,17078404,710942270,728020674,3,55,131,2,693863866,1
138,Sept 2020,153,191,43703766,682787583,726491349,1,74,191,3,639083817,1
139,Sept 2020,135,478,30611852,452768774,483380626,1,231,450,2,422156922,1
140,Sept 2020,10,21,1882986,437110282,438993268,1,1,21,1,435227296,1
141,Sept 2020,192,209,10225939,397259358,407485297,4,16,209,2,387033419,1
142,Sept 2020,11,109,7422709,349894003,357316712,2,30,109,2,342471294,1
143,Sept 2020,28,14,4087921,263210203,267298124,1,3,14,2,259122282,1
144,Sept 2020,111,172,28924537,32004762,60929299,1,2,5,2,3080225,1
145,Sept 2020,43,1,28011351,9194124,37205475,1,1,1,1,18817227,2
146,Sept 2020,126,3,135785,30786707,30922492,1,2,3,2,30650922,1
147,Sept 2020,114,11,954398,29508149,30462547,1,5,11,2,28553751,1
148,Sept 2020,102,84,5232726,24085599,29318325,1,2,84,1,18852873,1
149,Sept 2020,177,166,2350055,24868684,27218739,1,1,166,1,22518629,1
150,Sept 2020,19,121,370598,21100526,21471124,1,1,119,1,20729928,1
151,Sept 2020,13,9,2117868,691823,2809691,1,5,9,1,1426045,2
152,Sept 2020,163,2,88786,1871240,1960026,1,1,2,1,1782454,1
153,Sept 2020,86,8,40183,995902,1036085,1,1,8,1,955719,1
154,Sept 2020,222,2,3932,208740,212672,1,1,2,1,204808,1
155,Sept 2020,33,1,1,1,1,1,1,1,1
156,Sept 2020,199,1,1,1,1,1,1,1,1
157,Sept 2020,220,1,1,1,1,1,1,1,1
158,Sept 2020,72,1,1,1,1,1,1,1,1
159,Sept 2020,68,1,1,1,1,1,1,1,1
160,Sept 2020,26,1,1,1,1,1,1,1,1
161,Sept 2020,202,1,1,1,1,1,1,1,1
162,Sept 2020,53,1,1,1,1,1,1,1,1
163,Sept 2020,38,1,1,1,1,1,1,1,1
164,Sept 2020,40,1,1,1,1,1,1,1,1
165,Sept 2020,157,1,1,1,1,1,1,1,1
166,Sept 2020,0,1,1,1,1,1,1,1,1
167,Sept 2020,139,1,1,1,1,1,1,1,1
168,Sept 2020,230,1,1,1,1,1,1,1,1
169,Sept 2020,204,1,1,1,1,1,1,1,1
170,Sept 2020,109,1,1,1,1,1,1,1,1
171,Sept 2020,22,1,1,1,1,1,1,1,1
172,Sept 2020,245,1,1,1,1,1,1,1,1
173,Sept 2020,212,1,1,1,1,1,1,1,1
174,Sept 2020,37,1,1,1,1,1,1,1,1
175,Sept 2020,121,1,1,1,1,1,1,1,1
176,Sept 2020,172,1,1,1,1,1,1,1,1
177,Sept 2020,42,1,1,1,1,1,1,1,1
178,Sept 2020,193,1,1,1,1,1,1,1,1
179,Sept 2020,187,1,1,1,1,1,1,1,1
180,Sept 2020,60,1,1,1,1,1,1,1,1
181,Sept 2020,97,1,1,1,1,1,1,1,1
182,Sept 2020,34,1,1,1,1,1,1,1,1
183,Sept 2020,189,1,1,1,1,1,1,1,1
184,Sept 2020,45,1,1,1,1,1,1,1,1
185,Sept 2020,88,1,1,1,1,1,1,1,1
186,Sept 2020,252,1,1,1,1,1,1,1,1
187,Sept 2020,233,1,1,1,1,1,1,1,1
188,Sept 2020,140,1,1,1,1,1,1,1,1
189,Sept 2020,227,1,1,1,1,1,1,1,1
190,Sept 2020,211,1,1,1,1,1,1,1,1
191,Sept 2020,25,1,1,1,1,1,1,1,1
192,Sept 2020,47,1,1,1,1,1,1,1,1
193,Sept 2020,249,1,1,1,1,1,1,1,1
194,Sept 2020,201,1,1,1,1,1,1,1,1
195,Sept 2020,67,1,1,1,1,1,1,1,1
196,Sept 2020,147,1,1,1,1,1,1,1,1
197,Sept 2020,251,1,1,1,1,1,1,1,1
198,Sept 2020,106,1,1,1,1,1,1,1,1
199,Sept 2020,18,1,1,1,1,1,1,1,1
200,Sept 2020,108,1,1,1,1,1,1,1,1
201,Sept 2020,105,1,1,1,1,1,1,1,1
