SourceSubnet,Conns,Outbound,Inbound,TotalBytes,SourceIPs,TargetIPs,SourcePorts,TargetPorts
15,30299,909031,3185665,4094696,256,6455,18749,5122
163,23865,163414,3859719,4023133,256,5926,18679,320
245,31869,920533,3082571,4003104,256,7685,19727,787
8,30172,860016,3113357,3973373,256,6594,18859,4885
66,29202,712420,2988132,3700552,256,7358,19201,1909
243,27810,540916,3107551,3648467,256,7283,19018,693
1,24685,202261,3424445,3626706,256,6088,18700,592
24,26538,718467,2893121,3611588,256,6130,18736,1166
232,28491,543662,3059555,3603217,256,7280,19398,672
227,28179,552994,3049664,3602658,256,7302,19199,629
116,27810,551089,3023377,3574466,256,7338,19415,708
105,27845,540053,3003491,3543544,256,7164,19267,613
121,27725,538202,3004241,3542443,256,7327,19141,623
233,27872,541047,2993172,3534219,256,7295,19354,568
187,28592,540131,2935009,3475140,256,7027,19153,651
42,28032,524827,2930890,3455717,256,7120,19425,603
113,27484,504240,2946933,3451173,256,7272,19161,634
31,24462,74485,3221884,3296369,256,6058,18609,343
217,26473,407697,2849038,3256735,256,6259,18500,395
87,25366,325190,2871313,3196503,256,6093,18557,1847
20,24067,66296,3121834,3188130,256,6004,18802,371
219,24044,76214,3092665,3168879,256,6099,18722,376
218,23869,79177,3030305,3109482,256,6046,18623,394
211,24056,81240,3006410,3087650,256,5941,18740,362
188,24192,226364,2848045,3074409,256,6241,18849,27
107,24411,77172,2995601,3072773,256,5990,18850,406
254,24143,71751,2979785,3051536,256,6013,18634,380
182,23888,244126,2806030,3050156,256,6222,18468,31
216,24202,83976,2961594,3045570,256,6101,18850,402
136,23663,66743,2971272,3038015,256,5990,18410,333
194,24281,134782,2900183,3034965,256,6040,18698,781
71,23969,72522,2954435,3026957,256,6114,18838,391
252,23992,71757,2949544,3021301,256,5974,18670,387
205,24523,71796,2944486,3016282,256,6167,18848,399
244,24066,76147,2925979,3002126,256,6030,18729,452
61,23689,77532,2922571,3000103,256,5863,18562,356
237,24055,70691,2925577,2996268,256,6129,18823,332
148,23689,60007,2935390,2995397,256,5946,18649,291
69,24194,78672,2915477,2994149,256,6174,18888,390
27,24289,78261,2915619,2993880,256,6172,18746,385
201,23731,75665,2915891,2991556,256,6106,18608,372
30,24035,80948,2909201,2990149,256,6081,18867,383
158,24151,75931,2913509,2989440,256,6007,18849,443
147,24069,54614,2934440,2989054,256,6006,18881,308
210,23939,66161,2914106,2980267,256,6100,18722,369
28,23928,68315,2907949,2976264,256,6094,18706,299
186,23982,81669,2893355,2975024,256,5986,18433,381
247,23903,62881,2903159,2966040,256,6184,18706,340
95,23879,79206,2875925,2955131,256,6203,18716,373
137,23735,70755,2884029,2954784,256,5966,18540,400
62,23772,64850,2889870,2954720,256,5883,18543,375
231,23928,70445,2884186,2954631,256,6151,18645,356
253,23662,71051,2877889,2948940,256,6022,18659,368
67,23864,76467,2869410,2945877,256,5985,18578,437
78,23669,82376,2861982,2944358,256,5993,18542,428
32,23927,72259,2871314,2943573,256,5937,18506,363
36,23717,75029,2866750,2941779,256,5952,18462,311
64,23619,74296,2859606,2933902,256,5874,18582,345
251,23566,67288,2862630,2929918,256,6069,18565,385
255,23606,72651,2850932,2923583,256,6039,18605,354
240,23990,69615,2853483,2923098,256,6040,18754,394
152,23955,56383,2859845,2916228,256,6074,18817,333
140,23683,71981,2842752,2914733,256,6035,18590,389
76,23849,64910,2846176,2911086,256,6027,18725,339
162,23767,52526,2855932,2908458,256,6149,18567,313
238,23538,55496,2810737,2866233,256,6042,18479,320
