Days	2019-11-30	2019-12-01	2019-12-02	2019-12-03	2019-12-04	2019-12-05	2019-12-06	2019-12-07	2019-12-08	2019-12-09	2019-12-10	2019-12-11	2019-12-12	2019-12-13	2019-12-14	2019-12-15
Identical_ness_day0	1.00	0.10	0.10	0.20	0.10	0.10	0.15	0.10	0.10	0.10	0.10	0.05	0.15	0.15	0.05	0.10
Identical_ness_pre	0.00	0.10	0.15	0.10	0.15	0.20	0.15	0.05	0.05	0.40	0.10	0.10	0.10	0.15	0.20	0.10
Set_similarity_day0	1.00	0.65	0.60	0.65	0.65	0.65	0.65	0.55	0.55	0.60	0.60	0.60	0.65	0.60	0.50	0.65
Set_similarity_pre	0.00	0.65	0.75	0.70	0.80	0.75	0.75	0.65	0.70	0.80	0.65	0.70	0.70	0.80	0.55	0.65
Absolute_rank_diff_day0	0.00	2.35	2.45	3.30	2.35	2.80	2.75	2.00	2.00	2.55	2.70	2.60	3.20	1.90	1.40	1.60
Absolute_rank_diff_pre	0.00	2.35	2.70	2.05	3.15	1.35	2.85	1.35	1.40	2.40	1.75	2.65	2.30	2.30	0.95	1.90
Relative_rank_diff_day0	0.00	0.33	0.42	0.44	0.41	0.37	0.42	0.35	0.35	0.42	0.46	0.48	0.43	0.33	0.31	0.31
Relative_rank_diff_pre	0.00	0.33	0.31	0.31	0.37	0.11	0.38	0.19	0.20	0.23	0.16	0.38	0.24	0.37	0.11	0.27
