2023-01-14,inbound,tcp,RSTRH,3772976
2023-01-14,outbound,tcp,S0,75670321
2023-01-14,outbound,tcp,S1,2470046
2023-01-14,outbound,tcp,S2,837426
2023-01-14,outbound,tcp,S3,1173682
2023-01-14,internal,udp,OTH,1023
2023-01-14,inbound,tcp,REJ,83369
2023-01-14,outbound,udp,SF,969530
2023-01-14,outbound,udp,OTH,62681977
2023-01-14,outbound,tcp,SF,19808023
2023-01-14,outbound,tcp,SH,9095936
2023-01-14,inbound,udp,SHR,23130490
2023-01-14,outbound,tcp,RSTO,3869577
2023-01-14,outbound,tcp,RSTR,1549681
2023-01-14,internal,icmp,OTH,1307185
2023-01-14,inbound,tcp,OTH,16565422
2023-01-14,internal,udp,S0,137853
2023-01-14,internal,tcp,S0,377714
2023-01-14,internal,tcp,S1,1329
2023-01-14,inbound,udp,S0,2584519570
2023-01-14,internal,tcp,S2,1019
2023-01-14,internal,tcp,S3,829
2023-01-14,inbound,tcp,S0,844539879
2023-01-14,inbound,tcp,S1,285693
2023-01-14,internal,tcp,SHR,20812
2023-01-14,inbound,tcp,S2,145314
2023-01-14,inbound,tcp,S3,106836
2023-01-14,internal,udp,SF,631
2023-01-14,outbound,tcp,SHR,29582747
2023-01-14,internal,tcp,RSTO,2036
2023-01-14,inbound,icmp,OTH,162520418
2023-01-14,internal,tcp,RSTR,6995
2023-01-14,inbound,udp,OTH,78193030
2023-01-14,internal,tcp,SF,122106
2023-01-14,inbound,udp,SF,305900
2023-01-14,internal,tcp,SH,104261
2023-01-14,inbound,tcp,SF,7574615
2023-01-14,inbound,tcp,SH,7923452
2023-01-14,outbound,tcp,REJ,10215
2023-01-14,inbound,tcp,RSTO,1215673
2023-01-14,internal,tcp,RSTRH,4326
2023-01-14,internal,udp,SHR,65258
2023-01-14,outbound,tcp,RSTOS0,47920106
2023-01-14,inbound,tcp,RSTR,559955
2023-01-14,outbound,tcp,RSTRH,15076021
2023-01-14,outbound,udp,SHR,160494145
2023-01-14,inbound,tcp,RSTOS0,17629689
2023-01-14,internal,tcp,OTH,325581
2023-01-14,outbound,tcp,OTH,43271819
2023-01-14,outbound,udp,S0,2322144731
2023-01-14,inbound,tcp,SHR,16083638
2023-01-14,outbound,icmp,OTH,126215604
2023-01-14,internal,tcp,RSTOS0,18429
