2023-01-16,inbound,tcp,RSTRH,2377369
2023-01-16,outbound,tcp,S0,110441870
2023-01-16,outbound,tcp,S1,6602912
2023-01-16,outbound,tcp,S2,3050857
2023-01-16,outbound,tcp,S3,2986367
2023-01-16,internal,udp,OTH,11547
2023-01-16,inbound,tcp,REJ,21040
2023-01-16,outbound,udp,SF,1552675
2023-01-16,outbound,udp,OTH,31439790
2023-01-16,outbound,tcp,SF,30788229
2023-01-16,outbound,tcp,SH,15351526
2023-01-16,inbound,udp,SHR,15800753
2023-01-16,outbound,tcp,RSTO,7400226
2023-01-16,outbound,tcp,RSTR,2841855
2023-01-16,internal,icmp,OTH,1233096
2023-01-16,inbound,tcp,OTH,14936980
2023-01-16,internal,udp,S0,1296722
2023-01-16,internal,tcp,S0,354483
2023-01-16,internal,tcp,S1,3404
2023-01-16,inbound,udp,S0,2217802118
2023-01-16,internal,tcp,S2,3463
2023-01-16,internal,tcp,S3,1826
2023-01-16,inbound,tcp,S0,611055892
2023-01-16,inbound,tcp,S1,393811
2023-01-16,internal,tcp,SHR,28059
2023-01-16,inbound,tcp,S2,362876
2023-01-16,inbound,tcp,S3,194681
2023-01-16,internal,udp,SF,972
2023-01-16,outbound,tcp,SHR,41497710
2023-01-16,internal,tcp,RSTO,5621
2023-01-16,inbound,icmp,OTH,137626029
2023-01-16,internal,tcp,RSTR,8617
2023-01-16,inbound,udp,OTH,39169170
2023-01-16,internal,tcp,SF,111404
2023-01-16,inbound,udp,SF,532910
2023-01-16,internal,tcp,SH,101090
2023-01-16,internal,tcp,REJ,8
2023-01-16,inbound,tcp,SF,7236325
2023-01-16,inbound,tcp,SH,6895892
2023-01-16,outbound,tcp,REJ,26838
2023-01-16,inbound,tcp,RSTO,1292409
2023-01-16,internal,tcp,RSTRH,5175
2023-01-16,internal,udp,SHR,71382
2023-01-16,inbound,tcp,RSTR,451956
2023-01-16,outbound,tcp,RSTOS0,68452351
2023-01-16,outbound,tcp,RSTRH,22105604
2023-01-16,outbound,udp,SHR,137697284
2023-01-16,inbound,tcp,RSTOS0,16056143
2023-01-16,internal,tcp,OTH,282421
2023-01-16,outbound,tcp,OTH,45195555
2023-01-16,outbound,udp,S0,2095434888
2023-01-16,inbound,tcp,SHR,12546581
2023-01-16,outbound,icmp,OTH,101703548
2023-01-16,internal,tcp,RSTOS0,26250
