2023-01-13,inbound,tcp,RSTRH,3984564
2023-01-13,outbound,tcp,S0,114718032
2023-01-13,outbound,tcp,S1,6669846
2023-01-13,outbound,tcp,S2,3009427
2023-01-13,outbound,tcp,S3,3127961
2023-01-13,internal,udp,OTH,39719
2023-01-13,inbound,tcp,REJ,52600
2023-01-13,outbound,udp,SF,2422108
2023-01-13,outbound,udp,OTH,50277297
2023-01-13,outbound,tcp,SF,32259992
2023-01-13,outbound,tcp,SH,15496565
2023-01-13,inbound,udp,SHR,27056638
2023-01-13,outbound,tcp,RSTO,7512284
2023-01-13,outbound,tcp,RSTR,3018087
2023-01-13,internal,icmp,OTH,1196844
2023-01-13,inbound,tcp,OTH,16125279
2023-01-13,internal,udp,S0,2196823
2023-01-13,internal,tcp,S0,359468
2023-01-13,internal,tcp,S1,3885
2023-01-13,inbound,udp,S0,2360337761
2023-01-13,internal,tcp,S2,2972
2023-01-13,internal,tcp,S3,1661
2023-01-13,inbound,tcp,S0,1101998201
2023-01-13,inbound,tcp,S1,473634
2023-01-13,internal,tcp,SHR,26573
2023-01-13,inbound,tcp,S2,411626
2023-01-13,inbound,tcp,S3,227161
2023-01-13,internal,udp,SF,3120
2023-01-13,outbound,tcp,SHR,47066864
2023-01-13,internal,tcp,RSTO,7138
2023-01-13,inbound,icmp,OTH,150193142
2023-01-13,internal,tcp,RSTR,7082
2023-01-13,inbound,udp,OTH,63177999
2023-01-13,internal,tcp,SF,111135
2023-01-13,inbound,udp,SF,614467
2023-01-13,internal,tcp,SH,103105
2023-01-13,internal,tcp,REJ,12
2023-01-13,inbound,tcp,SF,8954220
2023-01-13,inbound,tcp,SH,7541850
2023-01-13,outbound,tcp,REJ,37562
2023-01-13,inbound,tcp,RSTO,1637689
2023-01-13,internal,tcp,RSTRH,4584
2023-01-13,internal,udp,SHR,74111
2023-01-13,outbound,tcp,RSTOS0,71702073
2023-01-13,inbound,tcp,RSTR,784836
2023-01-13,outbound,tcp,RSTRH,23955084
2023-01-13,outbound,udp,SHR,125487527
2023-01-13,inbound,tcp,RSTOS0,21686787
2023-01-13,internal,tcp,OTH,282007
2023-01-13,outbound,tcp,OTH,50420109
2023-01-13,outbound,udp,S0,2155288102
2023-01-13,outbound,icmp,OTH,109128824
2023-01-13,inbound,tcp,SHR,14287931
2023-01-13,internal,tcp,RSTOS0,36171
