day,direction,protocol,state,connections
2022-05-08,inbound,tcp,OTH,26620737
2022-05-08,internal,udp,S0,18093
2022-05-08,internal,tcp,S0,496546
2022-05-08,internal,tcp,S1,1701
2022-05-08,inbound,udp,S0,30212374
2022-05-08,internal,tcp,S2,523
2022-05-08,internal,tcp,S3,864
2022-05-08,inbound,tcp,S0,1653189456
2022-05-08,inbound,tcp,S1,262100
2022-05-08,internal,tcp,SHR,35530
2022-05-08,inbound,tcp,S2,91804
2022-05-08,inbound,tcp,S3,69046
2022-05-08,outbound,tcp,SHR,31681675
2022-05-08,internal,udp,SF,73059
2022-05-08,internal,tcp,RSTO,42743
2022-05-08,inbound,icmp,OTH,20068373
2022-05-08,internal,tcp,RSTR,13740
2022-05-08,inbound,udp,OTH,80560
2022-05-08,internal,tcp,SF,97860
2022-05-08,inbound,udp,SF,4371717
2022-05-08,internal,tcp,SH,77944
2022-05-08,internal,tcp,REJ,22
2022-05-08,inbound,tcp,SF,8477377
2022-05-08,inbound,tcp,SH,10472790
2022-05-08,outbound,tcp,REJ,58343
2022-05-08,inbound,tcp,RSTO,2602581
2022-05-08,internal,udp,SHR,902
2022-05-08,internal,tcp,RSTRH,10091
2022-05-08,outbound,tcp,RSTOS0,59151934
2022-05-08,inbound,tcp,RSTR,997656
2022-05-08,outbound,tcp,RSTRH,59417066
2022-05-08,outbound,udp,SHR,435830
2022-05-08,inbound,tcp,RSTOS0,32106636
2022-05-08,internal,tcp,OTH,217949
2022-05-08,outbound,tcp,OTH,43078314
2022-05-08,outbound,udp,S0,646017
2022-05-08,inbound,tcp,SHR,9882594
2022-05-08,outbound,icmp,OTH,1276278
2022-05-08,internal,tcp,RSTOS0,80001
2022-05-09,inbound,tcp,RSTRH,4175091
2022-05-09,outbound,tcp,S0,106061569
2022-05-09,outbound,tcp,S1,4781899
2022-05-09,outbound,tcp,S2,3634195
2022-05-09,outbound,tcp,S3,7743961
2022-05-09,internal,udp,OTH,64
2022-05-09,inbound,tcp,REJ,141370
2022-05-09,outbound,udp,SF,21258275
2022-05-09,outbound,udp,OTH,79083
2022-05-09,outbound,tcp,SF,37464842
2022-05-09,outbound,tcp,SH,11409690
2022-05-09,inbound,udp,SHR,258510
2022-05-09,outbound,tcp,RSTO,9300684
2022-05-09,outbound,tcp,RSTR,4785133
2022-05-09,internal,icmp,OTH,424636
2022-05-09,inbound,tcp,OTH,25191028
2022-05-09,internal,udp,S0,32814
2022-05-09,internal,tcp,S0,381272
2022-05-09,internal,tcp,S1,8923
2022-05-09,inbound,udp,S0,33552001
2022-05-09,internal,tcp,S2,7424
2022-05-09,internal,tcp,S3,11333
2022-05-09,inbound,tcp,S0,1317854413
2022-05-09,internal,tcp,SHR,32884
2022-05-09,inbound,tcp,S1,532982
2022-05-09,inbound,tcp,S2,888170
2022-05-09,inbound,tcp,S3,765229
2022-05-09,outbound,tcp,SHR,34188739
2022-05-09,internal,udp,SF,64096
2022-05-09,internal,tcp,RSTO,48340
2022-05-09,inbound,icmp,OTH,21826930
2022-05-09,inbound,udp,OTH,144089
2022-05-09,internal,tcp,RSTR,12962
2022-05-09,internal,tcp,SF,81238
2022-05-09,inbound,udp,SF,3332186
2022-05-09,internal,tcp,SH,55842
2022-05-09,internal,tcp,REJ,150
2022-05-09,inbound,tcp,SF,10869037
2022-05-09,inbound,tcp,SH,8598786
2022-05-09,outbound,tcp,REJ,60547
2022-05-09,inbound,tcp,RSTO,3521211
2022-05-09,internal,udp,SHR,12692
2022-05-09,internal,tcp,RSTRH,8191
2022-05-09,outbound,tcp,RSTOS0,49430687
2022-05-09,inbound,tcp,RSTR,799628
2022-05-09,outbound,tcp,RSTRH,55119486
2022-05-09,outbound,udp,SHR,3543493
2022-05-09,inbound,tcp,RSTOS0,25443278
2022-05-09,internal,tcp,OTH,153313
2022-05-09,outbound,tcp,OTH,40392782
2022-05-09,outbound,udp,S0,2208124
2022-05-09,inbound,tcp,SHR,7150115
2022-05-09,outbound,icmp,OTH,2467582
2022-05-09,internal,tcp,RSTOS0,58995
2022-05-09,inbound,tcp,RSTRH,4175091
2022-05-09,outbound,tcp,S0,106061569
2022-05-09,outbound,tcp,S1,4781899
2022-05-09,outbound,tcp,S2,3634195
2022-05-09,outbound,tcp,S3,7743961
2022-05-09,internal,udp,OTH,64
2022-05-09,inbound,tcp,REJ,141370
2022-05-09,outbound,udp,SF,21258275
2022-05-09,outbound,udp,OTH,79083
2022-05-09,outbound,tcp,SF,37464842
2022-05-09,outbound,tcp,SH,11409690
2022-05-09,inbound,udp,SHR,258510
2022-05-09,outbound,tcp,RSTO,9300684
2022-05-09,outbound,tcp,RSTR,4785133
2022-05-09,internal,icmp,OTH,424636
2022-05-09,inbound,tcp,OTH,25191028
2022-05-09,internal,udp,S0,32814
2022-05-09,internal,tcp,S0,381272
2022-05-09,internal,tcp,S1,8923
2022-05-09,inbound,udp,S0,33552001
2022-05-09,internal,tcp,S2,7424
2022-05-09,internal,tcp,S3,11333
2022-05-09,inbound,tcp,S0,1317854413
2022-05-09,internal,tcp,SHR,32884
2022-05-09,inbound,tcp,S1,532982
2022-05-09,inbound,tcp,S2,888170
2022-05-09,inbound,tcp,S3,765229
2022-05-09,outbound,tcp,SHR,34188739
2022-05-09,internal,udp,SF,64096
2022-05-09,internal,tcp,RSTO,48340
2022-05-09,inbound,icmp,OTH,21826930
2022-05-09,inbound,udp,OTH,144089
2022-05-09,internal,tcp,RSTR,12962
2022-05-09,internal,tcp,SF,81238
2022-05-09,inbound,udp,SF,3332186
2022-05-09,internal,tcp,SH,55842
2022-05-09,internal,tcp,REJ,150
2022-05-09,inbound,tcp,SF,10869037
2022-05-09,inbound,tcp,SH,8598786
2022-05-09,outbound,tcp,REJ,60547
2022-05-09,inbound,tcp,RSTO,3521211
2022-05-09,internal,udp,SHR,12692
2022-05-09,internal,tcp,RSTRH,8191
2022-05-09,outbound,tcp,RSTOS0,49430687
2022-05-09,inbound,tcp,RSTR,799628
2022-05-09,outbound,tcp,RSTRH,55119486
2022-05-09,outbound,udp,SHR,3543493
2022-05-09,inbound,tcp,RSTOS0,25443278
2022-05-09,internal,tcp,OTH,153313
2022-05-09,outbound,tcp,OTH,40392782
2022-05-09,outbound,udp,S0,2208124
2022-05-09,inbound,tcp,SHR,7150115
2022-05-09,outbound,icmp,OTH,2467582
2022-05-09,internal,tcp,RSTOS0,58995
2022-05-10,inbound,tcp,RSTRH,4292427
2022-05-10,outbound,tcp,S0,113121751
2022-05-10,outbound,tcp,S1,4566638
2022-05-10,outbound,tcp,S2,3284850
2022-05-10,outbound,tcp,S3,7297067
2022-05-10,internal,udp,OTH,293
2022-05-10,inbound,tcp,REJ,148147
2022-05-10,outbound,udp,SF,22521064
2022-05-10,outbound,udp,OTH,44891
2022-05-10,outbound,tcp,SF,38927583
2022-05-10,outbound,tcp,SH,10987019
2022-05-10,inbound,udp,SHR,202444
2022-05-10,outbound,tcp,RSTO,9492959
2022-05-10,outbound,tcp,RSTR,5030872
2022-05-10,internal,icmp,OTH,423763
2022-05-10,inbound,tcp,OTH,20526449
2022-05-10,internal,udp,S0,40587
2022-05-10,internal,tcp,S0,447939
2022-05-10,internal,tcp,S1,9982
2022-05-10,inbound,udp,S0,35531558
2022-05-10,internal,tcp,S2,8520
2022-05-10,internal,tcp,S3,12738
2022-05-10,inbound,tcp,S0,1481671134
2022-05-10,inbound,tcp,S1,433921
2022-05-10,internal,tcp,SHR,37541
2022-05-10,inbound,tcp,S2,653150
2022-05-10,inbound,tcp,S3,573381
2022-05-10,outbound,tcp,SHR,37346334
2022-05-10,internal,udp,SF,89917
2022-05-10,internal,tcp,RSTO,60586
2022-05-10,inbound,icmp,OTH,25286755
2022-05-10,inbound,udp,OTH,76955
2022-05-10,internal,tcp,RSTR,14740
2022-05-10,internal,tcp,SF,89500
2022-05-10,inbound,udp,SF,3544890
2022-05-10,internal,tcp,SH,61303
2022-05-10,internal,tcp,REJ,88
2022-05-10,inbound,tcp,SF,10292617
2022-05-10,inbound,tcp,SH,8482904
2022-05-10,outbound,tcp,REJ,62861
2022-05-10,inbound,tcp,RSTO,3568177
2022-05-10,internal,udp,SHR,19765
2022-05-10,internal,tcp,RSTRH,10597
2022-05-10,outbound,tcp,RSTOS0,58097238
2022-05-10,inbound,tcp,RSTR,707798
2022-05-10,outbound,tcp,RSTRH,61105677
2022-05-10,outbound,udp,SHR,3240610
2022-05-10,inbound,tcp,RSTOS0,33028291
2022-05-10,internal,tcp,OTH,157517
2022-05-10,outbound,tcp,OTH,44664852
2022-05-10,outbound,udp,S0,2511695
2022-05-10,outbound,icmp,OTH,2292213
2022-05-10,inbound,tcp,SHR,7837839
2022-05-10,internal,tcp,RSTOS0,77714
2022-05-10,inbound,tcp,RSTRH,4292427
2022-05-10,outbound,tcp,S0,113121751
2022-05-10,outbound,tcp,S1,4566638
2022-05-10,outbound,tcp,S2,3284850
2022-05-10,outbound,tcp,S3,7297067
2022-05-10,internal,udp,OTH,293
2022-05-10,inbound,tcp,REJ,148147
2022-05-10,outbound,udp,SF,22521064
2022-05-10,outbound,udp,OTH,44891
2022-05-10,outbound,tcp,SF,38927583
2022-05-10,outbound,tcp,SH,10987019
2022-05-10,inbound,udp,SHR,202444
2022-05-10,outbound,tcp,RSTO,9492959
2022-05-10,outbound,tcp,RSTR,5030872
2022-05-10,internal,icmp,OTH,423763
2022-05-10,inbound,tcp,OTH,20526449
2022-05-10,internal,udp,S0,40587
2022-05-10,internal,tcp,S0,447939
2022-05-10,internal,tcp,S1,9982
2022-05-10,inbound,udp,S0,35531558
2022-05-10,internal,tcp,S2,8520
2022-05-10,internal,tcp,S3,12738
2022-05-10,inbound,tcp,S0,1481671134
2022-05-10,inbound,tcp,S1,433921
2022-05-10,internal,tcp,SHR,37541
2022-05-10,inbound,tcp,S2,653150
2022-05-10,inbound,tcp,S3,573381
2022-05-10,outbound,tcp,SHR,37346334
2022-05-10,internal,udp,SF,89917
2022-05-10,internal,tcp,RSTO,60586
2022-05-10,inbound,icmp,OTH,25286755
2022-05-10,inbound,udp,OTH,76955
2022-05-10,internal,tcp,RSTR,14740
2022-05-10,internal,tcp,SF,89500
2022-05-10,inbound,udp,SF,3544890
2022-05-10,internal,tcp,SH,61303
2022-05-10,internal,tcp,REJ,88
2022-05-10,inbound,tcp,SF,10292617
2022-05-10,inbound,tcp,SH,8482904
2022-05-10,outbound,tcp,REJ,62861
2022-05-10,inbound,tcp,RSTO,3568177
2022-05-10,internal,udp,SHR,19765
2022-05-10,internal,tcp,RSTRH,10597
2022-05-10,outbound,tcp,RSTOS0,58097238
2022-05-10,inbound,tcp,RSTR,707798
2022-05-10,outbound,tcp,RSTRH,61105677
2022-05-10,outbound,udp,SHR,3240610
2022-05-10,inbound,tcp,RSTOS0,33028291
2022-05-10,internal,tcp,OTH,157517
2022-05-10,outbound,tcp,OTH,44664852
2022-05-10,outbound,udp,S0,2511695
2022-05-10,outbound,icmp,OTH,2292213
2022-05-10,inbound,tcp,SHR,7837839
2022-05-10,internal,tcp,RSTOS0,77714
2022-05-11,inbound,tcp,RSTRH,4331265
2022-05-11,outbound,tcp,S0,119325708
2022-05-11,outbound,tcp,S1,4346796
2022-05-11,outbound,tcp,S2,3194625
2022-05-11,outbound,tcp,S3,7064925
2022-05-11,internal,udp,OTH,157
2022-05-11,inbound,tcp,REJ,179761
2022-05-11,outbound,udp,SF,22377192
2022-05-11,outbound,udp,OTH,178862
2022-05-11,outbound,tcp,SF,41543307
2022-05-11,outbound,tcp,SH,11617191
2022-05-11,inbound,udp,SHR,206370
2022-05-11,outbound,tcp,RSTO,9408190
2022-05-11,outbound,tcp,RSTR,4915557
2022-05-11,internal,icmp,OTH,415343
2022-05-11,inbound,tcp,OTH,23624665
2022-05-11,internal,udp,S0,28461
2022-05-11,internal,tcp,S0,396037
2022-05-11,internal,tcp,S1,5970
2022-05-11,inbound,udp,S0,37811522
2022-05-11,internal,tcp,S2,5666
2022-05-11,internal,tcp,S3,8576
2022-05-11,inbound,tcp,S0,1430576584
2022-05-11,inbound,tcp,S1,451222
2022-05-11,internal,tcp,SHR,34312
2022-05-11,inbound,tcp,S2,617512
2022-05-11,inbound,tcp,S3,512619
2022-05-11,internal,udp,SF,67106
2022-05-11,outbound,tcp,SHR,40284974
2022-05-11,internal,tcp,RSTO,44049
2022-05-11,inbound,icmp,OTH,25047182
2022-05-11,inbound,udp,OTH,254455
2022-05-11,internal,tcp,RSTR,12432
2022-05-11,internal,tcp,SF,80527
2022-05-11,inbound,udp,SF,4251088
2022-05-11,internal,tcp,SH,54908
2022-05-11,internal,tcp,REJ,27
2022-05-11,inbound,tcp,SF,11043735
2022-05-11,inbound,tcp,SH,9259758
2022-05-11,outbound,tcp,REJ,79869
2022-05-11,inbound,tcp,RSTO,3309098
2022-05-11,internal,tcp,RSTRH,17335
2022-05-11,internal,udp,SHR,8879
2022-05-11,outbound,tcp,RSTOS0,60269048
2022-05-11,inbound,tcp,RSTR,765759
2022-05-11,outbound,tcp,RSTRH,63536934
2022-05-11,outbound,udp,SHR,2884405
2022-05-11,inbound,tcp,RSTOS0,37314082
2022-05-11,internal,tcp,OTH,143704
2022-05-11,outbound,tcp,OTH,46773720
2022-05-11,outbound,udp,S0,1847495
2022-05-11,outbound,icmp,OTH,2404094
2022-05-11,inbound,tcp,SHR,8492328
2022-05-11,internal,tcp,RSTOS0,63239
2022-05-11,inbound,tcp,RSTRH,4331265
2022-05-11,outbound,tcp,S0,119325708
2022-05-11,outbound,tcp,S1,4346796
2022-05-11,outbound,tcp,S2,3194625
2022-05-11,outbound,tcp,S3,7064925
2022-05-11,internal,udp,OTH,157
2022-05-11,inbound,tcp,REJ,179761
2022-05-11,outbound,udp,SF,22377192
2022-05-11,outbound,udp,OTH,178862
2022-05-11,outbound,tcp,SF,41543307
2022-05-11,outbound,tcp,SH,11617191
2022-05-11,inbound,udp,SHR,206370
2022-05-11,outbound,tcp,RSTO,9408190
2022-05-11,outbound,tcp,RSTR,4915557
2022-05-11,internal,icmp,OTH,415343
2022-05-11,inbound,tcp,OTH,23624665
2022-05-11,internal,udp,S0,28461
2022-05-11,internal,tcp,S0,396037
2022-05-11,internal,tcp,S1,5970
2022-05-11,inbound,udp,S0,37811522
2022-05-11,internal,tcp,S2,5666
2022-05-11,internal,tcp,S3,8576
2022-05-11,inbound,tcp,S0,1430576584
2022-05-11,inbound,tcp,S1,451222
2022-05-11,internal,tcp,SHR,34312
2022-05-11,inbound,tcp,S2,617512
2022-05-11,inbound,tcp,S3,512619
2022-05-11,internal,udp,SF,67106
2022-05-11,outbound,tcp,SHR,40284974
2022-05-11,internal,tcp,RSTO,44049
2022-05-11,inbound,icmp,OTH,25047182
2022-05-11,inbound,udp,OTH,254455
2022-05-11,internal,tcp,RSTR,12432
2022-05-11,internal,tcp,SF,80527
2022-05-11,inbound,udp,SF,4251088
2022-05-11,internal,tcp,SH,54908
2022-05-11,internal,tcp,REJ,27
2022-05-11,inbound,tcp,SF,11043735
2022-05-11,inbound,tcp,SH,9259758
2022-05-11,outbound,tcp,REJ,79869
2022-05-11,inbound,tcp,RSTO,3309098
2022-05-11,internal,tcp,RSTRH,17335
2022-05-11,internal,udp,SHR,8879
2022-05-11,outbound,tcp,RSTOS0,60269048
2022-05-11,inbound,tcp,RSTR,765759
2022-05-11,outbound,tcp,RSTRH,63536934
2022-05-11,outbound,udp,SHR,2884405
2022-05-11,inbound,tcp,RSTOS0,37314082
2022-05-11,internal,tcp,OTH,143704
2022-05-11,outbound,tcp,OTH,46773720
2022-05-11,outbound,udp,S0,1847495
2022-05-11,outbound,icmp,OTH,2404094
2022-05-11,inbound,tcp,SHR,8492328
2022-05-11,internal,tcp,RSTOS0,63239
2022-05-12,inbound,tcp,RSTRH,4258162
2022-05-12,outbound,tcp,S0,117058500
2022-05-12,outbound,tcp,S1,4026931
2022-05-12,outbound,tcp,S2,2973141
2022-05-12,outbound,tcp,S3,6329467
2022-05-12,internal,udp,OTH,784
2022-05-12,inbound,tcp,REJ,161402
2022-05-12,outbound,udp,SF,22120972
2022-05-12,outbound,udp,OTH,290579
2022-05-12,outbound,tcp,SF,39592641
2022-05-12,outbound,tcp,SH,11792725
2022-05-12,inbound,udp,SHR,166091
2022-05-12,outbound,tcp,RSTO,9075547
2022-05-12,outbound,tcp,RSTR,4763604
2022-05-12,internal,icmp,OTH,435481
2022-05-12,inbound,tcp,OTH,30707837
2022-05-12,internal,udp,S0,29665
2022-05-12,internal,tcp,S0,397587
2022-05-12,internal,tcp,S1,5854
2022-05-12,inbound,udp,S0,35180818
2022-05-12,internal,tcp,S2,5956
2022-05-12,internal,tcp,S3,8329
2022-05-12,inbound,tcp,S0,1172867288
2022-05-12,inbound,tcp,S1,398822
2022-05-12,internal,tcp,SHR,39537
2022-05-12,inbound,tcp,S2,573949
2022-05-12,inbound,tcp,S3,510432
2022-05-12,internal,udp,SF,69487
2022-05-12,outbound,tcp,SHR,38839811
2022-05-12,internal,tcp,RSTO,43345
2022-05-12,inbound,icmp,OTH,24791043
2022-05-12,internal,tcp,RSTR,13242
2022-05-12,inbound,udp,OTH,524006
2022-05-12,internal,tcp,SF,85544
2022-05-12,inbound,udp,SF,4114097
2022-05-12,internal,tcp,SH,53124
2022-05-12,internal,tcp,REJ,33
2022-05-12,inbound,tcp,SF,11354354
2022-05-12,inbound,tcp,SH,8628413
2022-05-12,outbound,tcp,REJ,64994
2022-05-12,inbound,tcp,RSTO,3264662
2022-05-12,internal,udp,SHR,9226
2022-05-12,internal,tcp,RSTRH,23240
2022-05-12,outbound,tcp,RSTOS0,60631058
2022-05-12,inbound,tcp,RSTR,897045
2022-05-12,outbound,tcp,RSTRH,63032936
2022-05-12,outbound,udp,SHR,2815382
2022-05-12,inbound,tcp,RSTOS0,33463317
2022-05-12,internal,tcp,OTH,154881
2022-05-12,outbound,tcp,OTH,45174722
2022-05-12,outbound,udp,S0,1796770
2022-05-12,inbound,tcp,SHR,9266672
2022-05-12,outbound,icmp,OTH,2565992
2022-05-12,internal,tcp,RSTOS0,67076
2022-05-12,inbound,tcp,RSTRH,4258162
2022-05-12,outbound,tcp,S0,117058500
2022-05-12,outbound,tcp,S1,4026931
2022-05-12,outbound,tcp,S2,2973141
2022-05-12,outbound,tcp,S3,6329467
2022-05-12,internal,udp,OTH,784
2022-05-12,inbound,tcp,REJ,161402
2022-05-12,outbound,udp,SF,22120972
2022-05-12,outbound,udp,OTH,290579
2022-05-12,outbound,tcp,SF,39592641
2022-05-12,outbound,tcp,SH,11792725
2022-05-12,inbound,udp,SHR,166091
2022-05-12,outbound,tcp,RSTO,9075547
2022-05-12,outbound,tcp,RSTR,4763604
2022-05-12,internal,icmp,OTH,435481
2022-05-12,inbound,tcp,OTH,30707837
2022-05-12,internal,udp,S0,29665
2022-05-12,internal,tcp,S0,397587
2022-05-12,internal,tcp,S1,5854
2022-05-12,inbound,udp,S0,35180818
2022-05-12,internal,tcp,S2,5956
2022-05-12,internal,tcp,S3,8329
2022-05-12,inbound,tcp,S0,1172867288
2022-05-12,inbound,tcp,S1,398822
2022-05-12,internal,tcp,SHR,39537
2022-05-12,inbound,tcp,S2,573949
2022-05-12,inbound,tcp,S3,510432
2022-05-12,internal,udp,SF,69487
2022-05-12,outbound,tcp,SHR,38839811
2022-05-12,internal,tcp,RSTO,43345
2022-05-12,inbound,icmp,OTH,24791043
2022-05-12,internal,tcp,RSTR,13242
2022-05-12,inbound,udp,OTH,524006
2022-05-12,internal,tcp,SF,85544
2022-05-12,inbound,udp,SF,4114097
2022-05-12,internal,tcp,SH,53124
2022-05-12,internal,tcp,REJ,33
2022-05-12,inbound,tcp,SF,11354354
2022-05-12,inbound,tcp,SH,8628413
2022-05-12,outbound,tcp,REJ,64994
2022-05-12,inbound,tcp,RSTO,3264662
2022-05-12,internal,udp,SHR,9226
2022-05-12,internal,tcp,RSTRH,23240
2022-05-12,outbound,tcp,RSTOS0,60631058
2022-05-12,inbound,tcp,RSTR,897045
2022-05-12,outbound,tcp,RSTRH,63032936
2022-05-12,outbound,udp,SHR,2815382
2022-05-12,inbound,tcp,RSTOS0,33463317
2022-05-12,internal,tcp,OTH,154881
2022-05-12,outbound,tcp,OTH,45174722
2022-05-12,outbound,udp,S0,1796770
2022-05-12,inbound,tcp,SHR,9266672
2022-05-12,outbound,icmp,OTH,2565992
2022-05-12,internal,tcp,RSTOS0,67076
2022-05-13,inbound,tcp,RSTRH,5037557
2022-05-13,outbound,tcp,S0,111040337
2022-05-13,outbound,tcp,S1,3006723
2022-05-13,outbound,tcp,S2,2429867
2022-05-13,outbound,tcp,S3,4596275
2022-05-13,internal,udp,OTH,164
2022-05-13,inbound,tcp,REJ,174184
2022-05-13,outbound,udp,SF,20685283
2022-05-13,outbound,udp,OTH,282351
2022-05-13,outbound,tcp,SF,35859595
2022-05-13,outbound,tcp,SH,11190602
2022-05-13,inbound,udp,SHR,162136
2022-05-13,outbound,tcp,RSTO,7424250
2022-05-13,outbound,tcp,RSTR,3984752
2022-05-13,internal,icmp,OTH,445352
2022-05-13,inbound,tcp,OTH,30650967
2022-05-13,internal,udp,S0,27434
2022-05-13,internal,tcp,S0,272796
2022-05-13,internal,tcp,S1,4076
2022-05-13,inbound,udp,S0,36344037
2022-05-13,internal,tcp,S2,3723
2022-05-13,internal,tcp,S3,5334
2022-05-13,inbound,tcp,S0,1213777977
2022-05-13,inbound,tcp,S1,387724
2022-05-13,internal,tcp,SHR,31771
2022-05-13,inbound,tcp,S2,486869
2022-05-13,inbound,tcp,S3,455895
2022-05-13,internal,udp,SF,68641
2022-05-13,outbound,tcp,SHR,36030758
2022-05-13,internal,tcp,RSTO,28418
2022-05-13,inbound,icmp,OTH,24592978
2022-05-13,internal,tcp,RSTR,10808
2022-05-13,inbound,udp,OTH,450948
2022-05-13,internal,tcp,SF,61659
2022-05-13,inbound,udp,SF,3872280
2022-05-13,internal,tcp,SH,44007
2022-05-13,internal,tcp,REJ,29
2022-05-13,inbound,tcp,SF,10829122
2022-05-13,inbound,tcp,SH,7817226
2022-05-13,outbound,tcp,REJ,60337
2022-05-13,inbound,tcp,RSTO,3119874
2022-05-13,internal,udp,SHR,7163
2022-05-13,internal,tcp,RSTRH,6869
2022-05-13,outbound,tcp,RSTOS0,59659992
2022-05-13,inbound,tcp,RSTR,967150
2022-05-13,outbound,tcp,RSTRH,60695030
2022-05-13,outbound,udp,SHR,1980064
2022-05-13,inbound,tcp,RSTOS0,31378061
2022-05-13,internal,tcp,OTH,103389
2022-05-13,outbound,tcp,OTH,44984358
2022-05-13,outbound,udp,S0,1606359
2022-05-13,inbound,tcp,SHR,9596243
2022-05-13,outbound,icmp,OTH,2329904
2022-05-13,internal,tcp,RSTOS0,55974
2022-05-13,inbound,tcp,RSTRH,5037557
2022-05-13,outbound,tcp,S0,111040337
2022-05-13,outbound,tcp,S1,3006723
2022-05-13,outbound,tcp,S2,2429867
2022-05-13,outbound,tcp,S3,4596275
2022-05-13,internal,udp,OTH,164
2022-05-13,inbound,tcp,REJ,174184
2022-05-13,outbound,udp,SF,20685283
2022-05-13,outbound,udp,OTH,282351
2022-05-13,outbound,tcp,SF,35859595
2022-05-13,outbound,tcp,SH,11190602
2022-05-13,inbound,udp,SHR,162136
2022-05-13,outbound,tcp,RSTO,7424250
2022-05-13,outbound,tcp,RSTR,3984752
2022-05-13,internal,icmp,OTH,445352
2022-05-13,inbound,tcp,OTH,30650967
2022-05-13,internal,udp,S0,27434
2022-05-13,internal,tcp,S0,272796
2022-05-13,internal,tcp,S1,4076
2022-05-13,inbound,udp,S0,36344037
2022-05-13,internal,tcp,S2,3723
2022-05-13,internal,tcp,S3,5334
2022-05-13,inbound,tcp,S0,1213777977
2022-05-13,inbound,tcp,S1,387724
2022-05-13,internal,tcp,SHR,31771
2022-05-13,inbound,tcp,S2,486869
2022-05-13,inbound,tcp,S3,455895
2022-05-13,internal,udp,SF,68641
2022-05-13,outbound,tcp,SHR,36030758
2022-05-13,internal,tcp,RSTO,28418
2022-05-13,inbound,icmp,OTH,24592978
2022-05-13,internal,tcp,RSTR,10808
2022-05-13,inbound,udp,OTH,450948
2022-05-13,internal,tcp,SF,61659
2022-05-13,inbound,udp,SF,3872280
2022-05-13,internal,tcp,SH,44007
2022-05-13,internal,tcp,REJ,29
2022-05-13,inbound,tcp,SF,10829122
2022-05-13,inbound,tcp,SH,7817226
2022-05-13,outbound,tcp,REJ,60337
2022-05-13,inbound,tcp,RSTO,3119874
2022-05-13,internal,udp,SHR,7163
2022-05-13,internal,tcp,RSTRH,6869
2022-05-13,outbound,tcp,RSTOS0,59659992
2022-05-13,inbound,tcp,RSTR,967150
2022-05-13,outbound,tcp,RSTRH,60695030
2022-05-13,outbound,udp,SHR,1980064
2022-05-13,inbound,tcp,RSTOS0,31378061
2022-05-13,internal,tcp,OTH,103389
2022-05-13,outbound,tcp,OTH,44984358
2022-05-13,outbound,udp,S0,1606359
2022-05-13,inbound,tcp,SHR,9596243
2022-05-13,outbound,icmp,OTH,2329904
2022-05-13,internal,tcp,RSTOS0,55974
2022-05-14,inbound,tcp,RSTRH,5862048
2022-05-14,outbound,tcp,S0,96503152
2022-05-14,outbound,tcp,S1,1028362
2022-05-14,outbound,tcp,S2,431276
2022-05-14,outbound,tcp,S3,981330
2022-05-14,internal,udp,OTH,68
2022-05-14,inbound,tcp,REJ,215740
2022-05-14,outbound,udp,SF,16491636
2022-05-14,outbound,udp,OTH,177832
2022-05-14,outbound,tcp,SF,24957498
2022-05-14,outbound,tcp,SH,10333661
2022-05-14,inbound,udp,SHR,49423
2022-05-14,outbound,tcp,RSTO,3861045
2022-05-14,outbound,tcp,RSTR,2065452
2022-05-14,internal,icmp,OTH,418178
2022-05-14,inbound,tcp,OTH,30119325
2022-05-14,internal,udp,S0,20209
2022-05-14,internal,tcp,S0,331952
2022-05-14,internal,tcp,S1,2068
2022-05-14,inbound,udp,S0,36288053
2022-05-14,internal,tcp,S2,1060
2022-05-14,internal,tcp,S3,1356
2022-05-14,inbound,tcp,S0,1821088836
2022-05-14,inbound,tcp,S1,252258
2022-05-14,internal,tcp,SHR,34833
2022-05-14,inbound,tcp,S2,102748
2022-05-14,inbound,tcp,S3,107223
2022-05-14,internal,udp,SF,69654
2022-05-14,outbound,tcp,SHR,31357708
2022-05-14,internal,tcp,RSTO,25691
2022-05-14,inbound,icmp,OTH,25976699
2022-05-14,internal,tcp,RSTR,11841
2022-05-14,inbound,udp,OTH,219396
2022-05-14,internal,tcp,SF,84002
2022-05-14,inbound,udp,SF,3845004
2022-05-14,internal,tcp,SH,66082
2022-05-14,internal,tcp,REJ,37
2022-05-14,inbound,tcp,SF,8512046
2022-05-14,inbound,tcp,SH,8159991
2022-05-14,outbound,tcp,REJ,44373
2022-05-14,inbound,tcp,RSTO,2435106
2022-05-14,internal,udp,SHR,1743
2022-05-14,internal,tcp,RSTRH,8522
2022-05-14,outbound,tcp,RSTOS0,59854027
2022-05-14,inbound,tcp,RSTR,1088162
2022-05-14,outbound,tcp,RSTRH,60362538
2022-05-14,outbound,udp,SHR,459922
2022-05-14,inbound,tcp,RSTOS0,31637087
2022-05-14,internal,tcp,OTH,186748
2022-05-14,outbound,tcp,OTH,42830894
2022-05-14,outbound,udp,S0,745716
2022-05-14,outbound,icmp,OTH,1695925
2022-05-14,inbound,tcp,SHR,9110525
2022-05-14,internal,tcp,RSTOS0,64980
2022-05-14,inbound,tcp,RSTRH,5862048
2022-05-14,outbound,tcp,S0,96503152
2022-05-14,outbound,tcp,S1,1028362
2022-05-14,outbound,tcp,S2,431276
2022-05-14,outbound,tcp,S3,981330
2022-05-14,internal,udp,OTH,68
2022-05-14,inbound,tcp,REJ,215740
