2023-01-17,inbound,tcp,RSTRH,2546427
2023-01-17,outbound,tcp,S0,107799301
2023-01-17,outbound,tcp,S1,7127978
2023-01-17,outbound,tcp,S2,3162601
2023-01-17,outbound,tcp,S3,3044015
2023-01-17,internal,udp,OTH,4608
2023-01-17,inbound,tcp,REJ,83732
2023-01-17,outbound,udp,SF,1984210
2023-01-17,outbound,udp,OTH,30588408
2023-01-17,outbound,tcp,SF,31408463
2023-01-17,outbound,tcp,SH,15158665
2023-01-17,inbound,udp,SHR,12873020
2023-01-17,outbound,tcp,RSTO,7483885
2023-01-17,outbound,tcp,RSTR,3097288
2023-01-17,internal,icmp,OTH,1076958
2023-01-17,inbound,tcp,OTH,12508925
2023-01-17,internal,udp,S0,708772
2023-01-17,internal,tcp,S0,339273
2023-01-17,internal,tcp,S1,3218
2023-01-17,inbound,udp,S0,1677360992
2023-01-17,internal,tcp,S2,2270
2023-01-17,internal,tcp,S3,1341
2023-01-17,inbound,tcp,S0,875827269
2023-01-17,inbound,tcp,S1,392017
2023-01-17,internal,tcp,SHR,28116
2023-01-17,inbound,tcp,S2,287016
2023-01-17,inbound,tcp,S3,154334
2023-01-17,internal,udp,SF,1825
2023-01-17,outbound,tcp,SHR,39229415
2023-01-17,internal,tcp,RSTO,4367
2023-01-17,inbound,icmp,OTH,121587224
2023-01-17,internal,tcp,RSTR,8798
2023-01-17,inbound,udp,OTH,32814282
2023-01-17,internal,tcp,SF,116742
2023-01-17,inbound,udp,SF,543177
2023-01-17,internal,tcp,SH,109552
2023-01-17,inbound,tcp,SF,5629035
2023-01-17,inbound,tcp,SH,5603490
2023-01-17,outbound,tcp,REJ,63470
2023-01-17,inbound,tcp,RSTO,1051040
2023-01-17,internal,tcp,RSTRH,6000
2023-01-17,internal,udp,SHR,68495
2023-01-17,outbound,tcp,RSTOS0,64530435
2023-01-17,inbound,tcp,RSTR,474257
2023-01-17,outbound,tcp,RSTRH,22217145
2023-01-17,outbound,udp,SHR,117325010
2023-01-17,inbound,tcp,RSTOS0,13624071
2023-01-17,internal,tcp,OTH,310560
2023-01-17,outbound,tcp,OTH,42835757
2023-01-17,outbound,udp,S0,1602294797
2023-01-17,inbound,tcp,SHR,10945880
2023-01-17,outbound,icmp,OTH,88427560
2023-01-17,internal,tcp,RSTOS0,23169
