2023-01-31,inbound,tcp,RSTRH,1735972
2023-01-31,outbound,tcp,S0,114252466
2023-01-31,outbound,tcp,S1,8308381
2023-01-31,outbound,tcp,S2,3335023
2023-01-31,outbound,tcp,S3,3270100
2023-01-31,internal,udp,OTH,103656
2023-01-31,inbound,tcp,REJ,60194
2023-01-31,outbound,udp,SF,2239866
2023-01-31,outbound,udp,OTH,60568590
2023-01-31,outbound,tcp,SF,33870514
2023-01-31,outbound,tcp,SH,16472887
2023-01-31,inbound,udp,SHR,17452881
2023-01-31,outbound,tcp,RSTO,7843818
2023-01-31,outbound,tcp,RSTR,3069475
2023-01-31,internal,icmp,OTH,1067059
2023-01-31,inbound,tcp,OTH,15830435
2023-01-31,internal,udp,S0,1854587
2023-01-31,internal,tcp,S0,314725
2023-01-31,internal,tcp,S1,5483
2023-01-31,inbound,udp,S0,1904248199
2023-01-31,internal,tcp,S2,4629
2023-01-31,internal,tcp,S3,2779
2023-01-31,inbound,tcp,S0,586121606
2023-01-31,inbound,tcp,S1,525702
2023-01-31,internal,tcp,SHR,28652
2023-01-31,inbound,tcp,S2,313484
2023-01-31,inbound,tcp,S3,175457
2023-01-31,internal,udp,SF,2856
2023-01-31,outbound,tcp,SHR,42344385
2023-01-31,internal,tcp,RSTO,6152
2023-01-31,inbound,icmp,OTH,120267875
2023-01-31,internal,tcp,RSTR,8039
2023-01-31,inbound,udp,OTH,55663280
2023-01-31,internal,tcp,SF,117167
2023-01-31,inbound,udp,SF,462350
2023-01-31,internal,tcp,SH,108716
2023-01-31,internal,tcp,REJ,25
2023-01-31,inbound,tcp,SF,6335471
2023-01-31,inbound,tcp,SH,5618660
2023-01-31,outbound,tcp,REJ,75596
2023-01-31,inbound,tcp,RSTO,1163250
2023-01-31,internal,tcp,RSTRH,4848
2023-01-31,internal,udp,SHR,66453
2023-01-31,outbound,tcp,RSTOS0,73870443
2023-01-31,inbound,tcp,RSTR,309251
2023-01-31,outbound,tcp,RSTRH,22612874
2023-01-31,outbound,udp,SHR,88816904
2023-01-31,inbound,tcp,RSTOS0,15384809
2023-01-31,internal,tcp,OTH,303260
2023-01-31,outbound,tcp,OTH,57221127
2023-01-31,outbound,udp,S0,1919817300
2023-01-31,inbound,tcp,SHR,14827339
2023-01-31,outbound,icmp,OTH,83974366
2023-01-31,internal,tcp,RSTOS0,27652
